benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,ground_truth_granularity,request_method,input_source,endpoint,parameter,content_type,encoding_or_transform,context_or_category,authentication_required,stateful_prerequisite,current_framework_compatible,compatibility_class,evaluation_role,incompatibility_reason,required_adapter,adapter_changes_vulnerability_semantics,verifier_compatible,payload_support,candidate_representation_support,candidate_representation_gap,eligible_for_direct_external_execution,eligible_for_external_ranking,ranking_candidate_source,benchmark_identity_leakage_fields,sanitization_required,sanitized_candidate_id,sanitized_action_path,sanitized_parameter_name,retained_model_facing_fields,excluded_from_model_input_fields,exclusion_reason,audit_status,auditor_notes
BenchmarkTest00725,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00725.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-01/BenchmarkTest00725,BenchmarkTest00725,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000120,/external-v14/case-000120,input_000120,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest00726,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00726.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-01/BenchmarkTest00726,BenchmarkTest00726,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000121,/external-v14/case-000121,input_000121,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest00727,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00727.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-01/BenchmarkTest00727,BenchmarkTest00727,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000122,/external-v14/case-000122,input_000122,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest00728,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00728.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-01/BenchmarkTest00728,BenchmarkTest00728,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000123,/external-v14/case-000123,input_000123,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest00729,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00729.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-01/BenchmarkTest00729,BenchmarkTest00729,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000124,/external-v14/case-000124,input_000124,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest00730,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00730.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-01/BenchmarkTest00730,BenchmarkTest00730,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000125,/external-v14/case-000125,input_000125,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest00737,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00737.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-01/BenchmarkTest00737,BenchmarkTest00737,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000126,/external-v14/case-000126,input_000126,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest00799,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00799.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00799,BenchmarkTest00799,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000127,/external-v14/case-000127,input_000127,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00800,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00800.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00800,BenchmarkTest00800,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000128,/external-v14/case-000128,input_000128,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00801,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00801.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00801,BenchmarkTest00801,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000129,/external-v14/case-000129,input_000129,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00802,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00802.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00802,BenchmarkTest00802,text/html;charset=UTF-8,url_decode;base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000130,/external-v14/case-000130,input_000130,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00803,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00803.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00803,BenchmarkTest00803,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000131,/external-v14/case-000131,input_000131,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00804,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00804.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00804,BenchmarkTest00804,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000132,/external-v14/case-000132,input_000132,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00805,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00805.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00805,BenchmarkTest00805,text/html;charset=UTF-8,url_decode;base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000133,/external-v14/case-000133,input_000133,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00806,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00806.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00806,BenchmarkTest00806,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000134,/external-v14/case-000134,input_000134,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00807,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00807.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00807,BenchmarkTest00807,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000135,/external-v14/case-000135,input_000135,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00808,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00808.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00808,BenchmarkTest00808,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000136,/external-v14/case-000136,input_000136,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00809,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00809.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00809,BenchmarkTest00809,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000137,/external-v14/case-000137,input_000137,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00810,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00810.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00810,BenchmarkTest00810,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000138,/external-v14/case-000138,input_000138,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00811,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00811.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00811,BenchmarkTest00811,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000139,/external-v14/case-000139,input_000139,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00812,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00812.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00812,BenchmarkTest00812,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000140,/external-v14/case-000140,input_000140,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00813,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00813.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00813,BenchmarkTest00813,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000141,/external-v14/case-000141,input_000141,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00822,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00822.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-01/BenchmarkTest00822,BenchmarkTest00822,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000142,/external-v14/case-000142,input_000142,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest00879,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00879.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-01/BenchmarkTest00879,BenchmarkTest00879,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest00880,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00880.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-01/BenchmarkTest00880,BenchmarkTest00880,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest00881,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00881.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-01/BenchmarkTest00881,BenchmarkTest00881,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest00882,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00882.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-01/BenchmarkTest00882,BenchmarkTest00882,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest00883,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00883.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-01/BenchmarkTest00883,BenchmarkTest00883,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest00884,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00884.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-01/BenchmarkTest00884,BenchmarkTest00884,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest00885,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00885.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-01/BenchmarkTest00885,BenchmarkTest00885,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
