sequence,arm_id,scenario_id,trial_number,snapshot_path,candidate_test_budget,top_k,scored
615,proprietary_gpt,ow14-s0070,4,model-facing/candidate-snapshots/ow14-s0070.json,4,4,true
616,proprietary_gpt,ow14-s0070,5,model-facing/candidate-snapshots/ow14-s0070.json,4,4,true
617,proprietary_gpt,ow14-s0071,1,model-facing/candidate-snapshots/ow14-s0071.json,4,4,true
618,proprietary_gpt,ow14-s0071,2,model-facing/candidate-snapshots/ow14-s0071.json,4,4,true
619,proprietary_gpt,ow14-s0071,3,model-facing/candidate-snapshots/ow14-s0071.json,4,4,true
620,proprietary_gpt,ow14-s0071,4,model-facing/candidate-snapshots/ow14-s0071.json,4,4,true
621,proprietary_gpt,ow14-s0071,5,model-facing/candidate-snapshots/ow14-s0071.json,4,4,true
622,proprietary_gpt,ow14-s0072,1,model-facing/candidate-snapshots/ow14-s0072.json,4,4,true
623,proprietary_gpt,ow14-s0072,2,model-facing/candidate-snapshots/ow14-s0072.json,4,4,true
624,proprietary_gpt,ow14-s0072,3,model-facing/candidate-snapshots/ow14-s0072.json,4,4,true
625,proprietary_gpt,ow14-s0072,4,model-facing/candidate-snapshots/ow14-s0072.json,4,4,true
626,proprietary_gpt,ow14-s0072,5,model-facing/candidate-snapshots/ow14-s0072.json,4,4,true
627,proprietary_gpt,ow14-s0073,1,model-facing/candidate-snapshots/ow14-s0073.json,4,4,true
628,proprietary_gpt,ow14-s0073,2,model-facing/candidate-snapshots/ow14-s0073.json,4,4,true
629,proprietary_gpt,ow14-s0073,3,model-facing/candidate-snapshots/ow14-s0073.json,4,4,true
630,proprietary_gpt,ow14-s0073,4,model-facing/candidate-snapshots/ow14-s0073.json,4,4,true
631,proprietary_gpt,ow14-s0073,5,model-facing/candidate-snapshots/ow14-s0073.json,4,4,true
632,proprietary_gpt,ow14-s0074,1,model-facing/candidate-snapshots/ow14-s0074.json,4,4,true
633,proprietary_gpt,ow14-s0074,2,model-facing/candidate-snapshots/ow14-s0074.json,4,4,true
634,proprietary_gpt,ow14-s0074,3,model-facing/candidate-snapshots/ow14-s0074.json,4,4,true
635,proprietary_gpt,ow14-s0074,4,model-facing/candidate-snapshots/ow14-s0074.json,4,4,true
636,proprietary_gpt,ow14-s0074,5,model-facing/candidate-snapshots/ow14-s0074.json,4,4,true
637,proprietary_gpt,ow14-s0075,1,model-facing/candidate-snapshots/ow14-s0075.json,4,4,true
638,proprietary_gpt,ow14-s0075,2,model-facing/candidate-snapshots/ow14-s0075.json,4,4,true
639,proprietary_gpt,ow14-s0075,3,model-facing/candidate-snapshots/ow14-s0075.json,4,4,true
640,proprietary_gpt,ow14-s0075,4,model-facing/candidate-snapshots/ow14-s0075.json,4,4,true
641,proprietary_gpt,ow14-s0075,5,model-facing/candidate-snapshots/ow14-s0075.json,4,4,true
642,proprietary_gpt,ow14-s0076,1,model-facing/candidate-snapshots/ow14-s0076.json,4,4,true
643,proprietary_gpt,ow14-s0076,2,model-facing/candidate-snapshots/ow14-s0076.json,4,4,true
644,proprietary_gpt,ow14-s0076,3,model-facing/candidate-snapshots/ow14-s0076.json,4,4,true
645,proprietary_gpt,ow14-s0076,4,model-facing/candidate-snapshots/ow14-s0076.json,4,4,true
646,proprietary_gpt,ow14-s0076,5,model-facing/candidate-snapshots/ow14-s0076.json,4,4,true
647,proprietary_gpt,ow14-s0077,1,model-facing/candidate-snapshots/ow14-s0077.json,4,4,true
648,proprietary_gpt,ow14-s0077,2,model-facing/candidate-snapshots/ow14-s0077.json,4,4,true
649,proprietary_gpt,ow14-s0077,3,model-facing/candidate-snapshots/ow14-s0077.json,4,4,true
650,proprietary_gpt,ow14-s0077,4,model-facing/candidate-snapshots/ow14-s0077.json,4,4,true
651,proprietary_gpt,ow14-s0077,5,model-facing/candidate-snapshots/ow14-s0077.json,4,4,true
652,proprietary_gpt,ow14-s0078,1,model-facing/candidate-snapshots/ow14-s0078.json,4,4,true
653,proprietary_gpt,ow14-s0078,2,model-facing/candidate-snapshots/ow14-s0078.json,4,4,true
654,proprietary_gpt,ow14-s0078,3,model-facing/candidate-snapshots/ow14-s0078.json,4,4,true
655,proprietary_gpt,ow14-s0078,4,model-facing/candidate-snapshots/ow14-s0078.json,4,4,true
656,proprietary_gpt,ow14-s0078,5,model-facing/candidate-snapshots/ow14-s0078.json,4,4,true
657,proprietary_gpt,ow14-s0079,1,model-facing/candidate-snapshots/ow14-s0079.json,4,4,true
658,proprietary_gpt,ow14-s0079,2,model-facing/candidate-snapshots/ow14-s0079.json,4,4,true
659,proprietary_gpt,ow14-s0079,3,model-facing/candidate-snapshots/ow14-s0079.json,4,4,true
660,proprietary_gpt,ow14-s0079,4,model-facing/candidate-snapshots/ow14-s0079.json,4,4,true
661,proprietary_gpt,ow14-s0079,5,model-facing/candidate-snapshots/ow14-s0079.json,4,4,true
662,proprietary_gpt,ow14-s0080,1,model-facing/candidate-snapshots/ow14-s0080.json,4,4,true
663,proprietary_gpt,ow14-s0080,2,model-facing/candidate-snapshots/ow14-s0080.json,4,4,true
664,proprietary_gpt,ow14-s0080,3,model-facing/candidate-snapshots/ow14-s0080.json,4,4,true
665,proprietary_gpt,ow14-s0080,4,model-facing/candidate-snapshots/ow14-s0080.json,4,4,true
666,proprietary_gpt,ow14-s0080,5,model-facing/candidate-snapshots/ow14-s0080.json,4,4,true
667,proprietary_gpt,ow14-s0081,1,model-facing/candidate-snapshots/ow14-s0081.json,4,4,true
668,proprietary_gpt,ow14-s0081,2,model-facing/candidate-snapshots/ow14-s0081.json,4,4,true
669,proprietary_gpt,ow14-s0081,3,model-facing/candidate-snapshots/ow14-s0081.json,4,4,true
670,proprietary_gpt,ow14-s0081,4,model-facing/candidate-snapshots/ow14-s0081.json,4,4,true
671,proprietary_gpt,ow14-s0081,5,model-facing/candidate-snapshots/ow14-s0081.json,4,4,true
672,proprietary_gpt,ow14-s0082,1,model-facing/candidate-snapshots/ow14-s0082.json,4,4,true
673,proprietary_gpt,ow14-s0082,2,model-facing/candidate-snapshots/ow14-s0082.json,4,4,true
674,proprietary_gpt,ow14-s0082,3,model-facing/candidate-snapshots/ow14-s0082.json,4,4,true
675,proprietary_gpt,ow14-s0082,4,model-facing/candidate-snapshots/ow14-s0082.json,4,4,true
676,proprietary_gpt,ow14-s0082,5,model-facing/candidate-snapshots/ow14-s0082.json,4,4,true
677,proprietary_gpt,ow14-s0083,1,model-facing/candidate-snapshots/ow14-s0083.json,4,4,true
678,proprietary_gpt,ow14-s0083,2,model-facing/candidate-snapshots/ow14-s0083.json,4,4,true
679,proprietary_gpt,ow14-s0083,3,model-facing/candidate-snapshots/ow14-s0083.json,4,4,true
680,proprietary_gpt,ow14-s0083,4,model-facing/candidate-snapshots/ow14-s0083.json,4,4,true
681,proprietary_gpt,ow14-s0083,5,model-facing/candidate-snapshots/ow14-s0083.json,4,4,true
682,proprietary_gpt,ow14-s0084,1,model-facing/candidate-snapshots/ow14-s0084.json,4,4,true
683,proprietary_gpt,ow14-s0084,2,model-facing/candidate-snapshots/ow14-s0084.json,4,4,true
684,proprietary_gpt,ow14-s0084,3,model-facing/candidate-snapshots/ow14-s0084.json,4,4,true
685,proprietary_gpt,ow14-s0084,4,model-facing/candidate-snapshots/ow14-s0084.json,4,4,true
686,proprietary_gpt,ow14-s0084,5,model-facing/candidate-snapshots/ow14-s0084.json,4,4,true
687,proprietary_gpt,ow14-s0085,1,model-facing/candidate-snapshots/ow14-s0085.json,4,4,true
688,proprietary_gpt,ow14-s0085,2,model-facing/candidate-snapshots/ow14-s0085.json,4,4,true
689,proprietary_gpt,ow14-s0085,3,model-facing/candidate-snapshots/ow14-s0085.json,4,4,true
690,proprietary_gpt,ow14-s0085,4,model-facing/candidate-snapshots/ow14-s0085.json,4,4,true
691,proprietary_gpt,ow14-s0085,5,model-facing/candidate-snapshots/ow14-s0085.json,4,4,true
692,proprietary_gpt,ow14-s0086,1,model-facing/candidate-snapshots/ow14-s0086.json,4,4,true
693,proprietary_gpt,ow14-s0086,2,model-facing/candidate-snapshots/ow14-s0086.json,4,4,true
694,proprietary_gpt,ow14-s0086,3,model-facing/candidate-snapshots/ow14-s0086.json,4,4,true
695,proprietary_gpt,ow14-s0086,4,model-facing/candidate-snapshots/ow14-s0086.json,4,4,true
696,proprietary_gpt,ow14-s0086,5,model-facing/candidate-snapshots/ow14-s0086.json,4,4,true
697,proprietary_gpt,ow14-s0087,1,model-facing/candidate-snapshots/ow14-s0087.json,4,4,true
698,proprietary_gpt,ow14-s0087,2,model-facing/candidate-snapshots/ow14-s0087.json,4,4,true
699,proprietary_gpt,ow14-s0087,3,model-facing/candidate-snapshots/ow14-s0087.json,4,4,true
700,proprietary_gpt,ow14-s0087,4,model-facing/candidate-snapshots/ow14-s0087.json,4,4,true
701,proprietary_gpt,ow14-s0087,5,model-facing/candidate-snapshots/ow14-s0087.json,4,4,true
702,proprietary_gpt,ow14-s0088,1,model-facing/candidate-snapshots/ow14-s0088.json,4,4,true
703,proprietary_gpt,ow14-s0088,2,model-facing/candidate-snapshots/ow14-s0088.json,4,4,true
704,proprietary_gpt,ow14-s0088,3,model-facing/candidate-snapshots/ow14-s0088.json,4,4,true
705,proprietary_gpt,ow14-s0088,4,model-facing/candidate-snapshots/ow14-s0088.json,4,4,true
706,proprietary_gpt,ow14-s0088,5,model-facing/candidate-snapshots/ow14-s0088.json,4,4,true
707,proprietary_gpt,ow14-s0089,1,model-facing/candidate-snapshots/ow14-s0089.json,4,4,true
708,proprietary_gpt,ow14-s0089,2,model-facing/candidate-snapshots/ow14-s0089.json,4,4,true
709,proprietary_gpt,ow14-s0089,3,model-facing/candidate-snapshots/ow14-s0089.json,4,4,true
710,proprietary_gpt,ow14-s0089,4,model-facing/candidate-snapshots/ow14-s0089.json,4,4,true
711,proprietary_gpt,ow14-s0089,5,model-facing/candidate-snapshots/ow14-s0089.json,4,4,true
712,proprietary_gpt,ow14-s0090,1,model-facing/candidate-snapshots/ow14-s0090.json,4,4,true
713,proprietary_gpt,ow14-s0090,2,model-facing/candidate-snapshots/ow14-s0090.json,4,4,true
714,proprietary_gpt,ow14-s0090,3,model-facing/candidate-snapshots/ow14-s0090.json,4,4,true
715,proprietary_gpt,ow14-s0090,4,model-facing/candidate-snapshots/ow14-s0090.json,4,4,true
716,proprietary_gpt,ow14-s0090,5,model-facing/candidate-snapshots/ow14-s0090.json,4,4,true
717,proprietary_gpt,ow14-s0091,1,model-facing/candidate-snapshots/ow14-s0091.json,4,4,true
718,proprietary_gpt,ow14-s0091,2,model-facing/candidate-snapshots/ow14-s0091.json,4,4,true
719,proprietary_gpt,ow14-s0091,3,model-facing/candidate-snapshots/ow14-s0091.json,4,4,true
720,proprietary_gpt,ow14-s0091,4,model-facing/candidate-snapshots/ow14-s0091.json,4,4,true
721,proprietary_gpt,ow14-s0091,5,model-facing/candidate-snapshots/ow14-s0091.json,4,4,true
722,proprietary_gpt,ow14-s0092,1,model-facing/candidate-snapshots/ow14-s0092.json,4,4,true
723,proprietary_gpt,ow14-s0092,2,model-facing/candidate-snapshots/ow14-s0092.json,4,4,true
724,proprietary_gpt,ow14-s0092,3,model-facing/candidate-snapshots/ow14-s0092.json,4,4,true
725,proprietary_gpt,ow14-s0092,4,model-facing/candidate-snapshots/ow14-s0092.json,4,4,true
726,proprietary_gpt,ow14-s0092,5,model-facing/candidate-snapshots/ow14-s0092.json,4,4,true
727,proprietary_gpt,ow14-s0093,1,model-facing/candidate-snapshots/ow14-s0093.json,4,4,true
728,proprietary_gpt,ow14-s0093,2,model-facing/candidate-snapshots/ow14-s0093.json,4,4,true
729,proprietary_gpt,ow14-s0093,3,model-facing/candidate-snapshots/ow14-s0093.json,4,4,true
730,proprietary_gpt,ow14-s0093,4,model-facing/candidate-snapshots/ow14-s0093.json,4,4,true
731,proprietary_gpt,ow14-s0093,5,model-facing/candidate-snapshots/ow14-s0093.json,4,4,true
732,proprietary_gpt,ow14-s0094,1,model-facing/candidate-snapshots/ow14-s0094.json,4,4,true
733,proprietary_gpt,ow14-s0094,2,model-facing/candidate-snapshots/ow14-s0094.json,4,4,true
734,proprietary_gpt,ow14-s0094,3,model-facing/candidate-snapshots/ow14-s0094.json,4,4,true
735,proprietary_gpt,ow14-s0094,4,model-facing/candidate-snapshots/ow14-s0094.json,4,4,true
736,proprietary_gpt,ow14-s0094,5,model-facing/candidate-snapshots/ow14-s0094.json,4,4,true
737,proprietary_gpt,ow14-s0095,1,model-facing/candidate-snapshots/ow14-s0095.json,4,4,true
738,proprietary_gpt,ow14-s0095,2,model-facing/candidate-snapshots/ow14-s0095.json,4,4,true
739,proprietary_gpt,ow14-s0095,3,model-facing/candidate-snapshots/ow14-s0095.json,4,4,true
740,proprietary_gpt,ow14-s0095,4,model-facing/candidate-snapshots/ow14-s0095.json,4,4,true
741,proprietary_gpt,ow14-s0095,5,model-facing/candidate-snapshots/ow14-s0095.json,4,4,true
742,proprietary_gpt,ow14-s0096,1,model-facing/candidate-snapshots/ow14-s0096.json,4,4,true
743,proprietary_gpt,ow14-s0096,2,model-facing/candidate-snapshots/ow14-s0096.json,4,4,true
744,proprietary_gpt,ow14-s0096,3,model-facing/candidate-snapshots/ow14-s0096.json,4,4,true
745,proprietary_gpt,ow14-s0096,4,model-facing/candidate-snapshots/ow14-s0096.json,4,4,true
746,proprietary_gpt,ow14-s0096,5,model-facing/candidate-snapshots/ow14-s0096.json,4,4,true
747,proprietary_gpt,ow14-s0097,1,model-facing/candidate-snapshots/ow14-s0097.json,4,4,true
748,proprietary_gpt,ow14-s0097,2,model-facing/candidate-snapshots/ow14-s0097.json,4,4,true
749,proprietary_gpt,ow14-s0097,3,model-facing/candidate-snapshots/ow14-s0097.json,4,4,true
750,proprietary_gpt,ow14-s0097,4,model-facing/candidate-snapshots/ow14-s0097.json,4,4,true
751,proprietary_gpt,ow14-s0097,5,model-facing/candidate-snapshots/ow14-s0097.json,4,4,true
752,proprietary_gpt,ow14-s0098,1,model-facing/candidate-snapshots/ow14-s0098.json,4,4,true
753,proprietary_gpt,ow14-s0098,2,model-facing/candidate-snapshots/ow14-s0098.json,4,4,true
754,proprietary_gpt,ow14-s0098,3,model-facing/candidate-snapshots/ow14-s0098.json,4,4,true
755,proprietary_gpt,ow14-s0098,4,model-facing/candidate-snapshots/ow14-s0098.json,4,4,true
756,proprietary_gpt,ow14-s0098,5,model-facing/candidate-snapshots/ow14-s0098.json,4,4,true
757,proprietary_gpt,ow14-s0099,1,model-facing/candidate-snapshots/ow14-s0099.json,4,4,true
758,proprietary_gpt,ow14-s0099,2,model-facing/candidate-snapshots/ow14-s0099.json,4,4,true
759,proprietary_gpt,ow14-s0099,3,model-facing/candidate-snapshots/ow14-s0099.json,4,4,true
760,proprietary_gpt,ow14-s0099,4,model-facing/candidate-snapshots/ow14-s0099.json,4,4,true
761,proprietary_gpt,ow14-s0099,5,model-facing/candidate-snapshots/ow14-s0099.json,4,4,true
762,proprietary_gpt,ow14-s0100,1,model-facing/candidate-snapshots/ow14-s0100.json,4,4,true
763,proprietary_gpt,ow14-s0100,2,model-facing/candidate-snapshots/ow14-s0100.json,4,4,true
764,proprietary_gpt,ow14-s0100,3,model-facing/candidate-snapshots/ow14-s0100.json,4,4,true
765,proprietary_gpt,ow14-s0100,4,model-facing/candidate-snapshots/ow14-s0100.json,4,4,true
766,proprietary_gpt,ow14-s0100,5,model-facing/candidate-snapshots/ow14-s0100.json,4,4,true
767,proprietary_gpt,ow14-s0101,1,model-facing/candidate-snapshots/ow14-s0101.json,4,4,true
768,proprietary_gpt,ow14-s0101,2,model-facing/candidate-snapshots/ow14-s0101.json,4,4,true
769,proprietary_gpt,ow14-s0101,3,model-facing/candidate-snapshots/ow14-s0101.json,4,4,true
770,proprietary_gpt,ow14-s0101,4,model-facing/candidate-snapshots/ow14-s0101.json,4,4,true
771,proprietary_gpt,ow14-s0101,5,model-facing/candidate-snapshots/ow14-s0101.json,4,4,true
772,proprietary_gpt,ow14-s0102,1,model-facing/candidate-snapshots/ow14-s0102.json,4,4,true
773,proprietary_gpt,ow14-s0102,2,model-facing/candidate-snapshots/ow14-s0102.json,4,4,true
774,proprietary_gpt,ow14-s0102,3,model-facing/candidate-snapshots/ow14-s0102.json,4,4,true
775,proprietary_gpt,ow14-s0102,4,model-facing/candidate-snapshots/ow14-s0102.json,4,4,true
776,proprietary_gpt,ow14-s0102,5,model-facing/candidate-snapshots/ow14-s0102.json,4,4,true
777,proprietary_gpt,ow14-s0103,1,model-facing/candidate-snapshots/ow14-s0103.json,4,4,true
778,proprietary_gpt,ow14-s0103,2,model-facing/candidate-snapshots/ow14-s0103.json,4,4,true
779,proprietary_gpt,ow14-s0103,3,model-facing/candidate-snapshots/ow14-s0103.json,4,4,true
780,proprietary_gpt,ow14-s0103,4,model-facing/candidate-snapshots/ow14-s0103.json,4,4,true
781,proprietary_gpt,ow14-s0103,5,model-facing/candidate-snapshots/ow14-s0103.json,4,4,true
782,proprietary_gpt,ow14-s0104,1,model-facing/candidate-snapshots/ow14-s0104.json,4,4,true
783,proprietary_gpt,ow14-s0104,2,model-facing/candidate-snapshots/ow14-s0104.json,4,4,true
784,proprietary_gpt,ow14-s0104,3,model-facing/candidate-snapshots/ow14-s0104.json,4,4,true
785,proprietary_gpt,ow14-s0104,4,model-facing/candidate-snapshots/ow14-s0104.json,4,4,true
786,proprietary_gpt,ow14-s0104,5,model-facing/candidate-snapshots/ow14-s0104.json,4,4,true
787,proprietary_gpt,ow14-s0105,1,model-facing/candidate-snapshots/ow14-s0105.json,4,4,true
788,proprietary_gpt,ow14-s0105,2,model-facing/candidate-snapshots/ow14-s0105.json,4,4,true
789,proprietary_gpt,ow14-s0105,3,model-facing/candidate-snapshots/ow14-s0105.json,4,4,true
790,proprietary_gpt,ow14-s0105,4,model-facing/candidate-snapshots/ow14-s0105.json,4,4,true
791,proprietary_gpt,ow14-s0105,5,model-facing/candidate-snapshots/ow14-s0105.json,4,4,true
792,proprietary_gpt,ow14-s0106,1,model-facing/candidate-snapshots/ow14-s0106.json,4,4,true
793,proprietary_gpt,ow14-s0106,2,model-facing/candidate-snapshots/ow14-s0106.json,4,4,true
794,proprietary_gpt,ow14-s0106,3,model-facing/candidate-snapshots/ow14-s0106.json,4,4,true
795,proprietary_gpt,ow14-s0106,4,model-facing/candidate-snapshots/ow14-s0106.json,4,4,true
796,proprietary_gpt,ow14-s0106,5,model-facing/candidate-snapshots/ow14-s0106.json,4,4,true
797,proprietary_gpt,ow14-s0107,1,model-facing/candidate-snapshots/ow14-s0107.json,4,4,true
798,proprietary_gpt,ow14-s0107,2,model-facing/candidate-snapshots/ow14-s0107.json,4,4,true
799,proprietary_gpt,ow14-s0107,3,model-facing/candidate-snapshots/ow14-s0107.json,4,4,true
800,proprietary_gpt,ow14-s0107,4,model-facing/candidate-snapshots/ow14-s0107.json,4,4,true
801,proprietary_gpt,ow14-s0107,5,model-facing/candidate-snapshots/ow14-s0107.json,4,4,true
802,proprietary_gpt,ow14-s0108,1,model-facing/candidate-snapshots/ow14-s0108.json,4,4,true
803,proprietary_gpt,ow14-s0108,2,model-facing/candidate-snapshots/ow14-s0108.json,4,4,true
804,proprietary_gpt,ow14-s0108,3,model-facing/candidate-snapshots/ow14-s0108.json,4,4,true
805,proprietary_gpt,ow14-s0108,4,model-facing/candidate-snapshots/ow14-s0108.json,4,4,true
806,proprietary_gpt,ow14-s0108,5,model-facing/candidate-snapshots/ow14-s0108.json,4,4,true
807,proprietary_gpt,ow14-s0109,1,model-facing/candidate-snapshots/ow14-s0109.json,4,4,true
808,proprietary_gpt,ow14-s0109,2,model-facing/candidate-snapshots/ow14-s0109.json,4,4,true
809,proprietary_gpt,ow14-s0109,3,model-facing/candidate-snapshots/ow14-s0109.json,4,4,true
810,proprietary_gpt,ow14-s0109,4,model-facing/candidate-snapshots/ow14-s0109.json,4,4,true
811,proprietary_gpt,ow14-s0109,5,model-facing/candidate-snapshots/ow14-s0109.json,4,4,true
812,proprietary_gpt,ow14-s0110,1,model-facing/candidate-snapshots/ow14-s0110.json,4,4,true
813,proprietary_gpt,ow14-s0110,2,model-facing/candidate-snapshots/ow14-s0110.json,4,4,true
814,proprietary_gpt,ow14-s0110,3,model-facing/candidate-snapshots/ow14-s0110.json,4,4,true
815,proprietary_gpt,ow14-s0110,4,model-facing/candidate-snapshots/ow14-s0110.json,4,4,true
816,proprietary_gpt,ow14-s0110,5,model-facing/candidate-snapshots/ow14-s0110.json,4,4,true
817,proprietary_gpt,ow14-s0111,1,model-facing/candidate-snapshots/ow14-s0111.json,4,4,true
818,proprietary_gpt,ow14-s0111,2,model-facing/candidate-snapshots/ow14-s0111.json,4,4,true
819,proprietary_gpt,ow14-s0111,3,model-facing/candidate-snapshots/ow14-s0111.json,4,4,true
820,proprietary_gpt,ow14-s0111,4,model-facing/candidate-snapshots/ow14-s0111.json,4,4,true
821,proprietary_gpt,ow14-s0111,5,model-facing/candidate-snapshots/ow14-s0111.json,4,4,true
822,proprietary_gpt,ow14-s0112,1,model-facing/candidate-snapshots/ow14-s0112.json,4,4,true
823,proprietary_gpt,ow14-s0112,2,model-facing/candidate-snapshots/ow14-s0112.json,4,4,true
824,proprietary_gpt,ow14-s0112,3,model-facing/candidate-snapshots/ow14-s0112.json,4,4,true
825,proprietary_gpt,ow14-s0112,4,model-facing/candidate-snapshots/ow14-s0112.json,4,4,true
826,proprietary_gpt,ow14-s0112,5,model-facing/candidate-snapshots/ow14-s0112.json,4,4,true
827,proprietary_gpt,ow14-s0113,1,model-facing/candidate-snapshots/ow14-s0113.json,4,4,true
828,proprietary_gpt,ow14-s0113,2,model-facing/candidate-snapshots/ow14-s0113.json,4,4,true
829,proprietary_gpt,ow14-s0113,3,model-facing/candidate-snapshots/ow14-s0113.json,4,4,true
830,proprietary_gpt,ow14-s0113,4,model-facing/candidate-snapshots/ow14-s0113.json,4,4,true
831,proprietary_gpt,ow14-s0113,5,model-facing/candidate-snapshots/ow14-s0113.json,4,4,true
832,proprietary_gpt,ow14-s0114,1,model-facing/candidate-snapshots/ow14-s0114.json,4,4,true
833,proprietary_gpt,ow14-s0114,2,model-facing/candidate-snapshots/ow14-s0114.json,4,4,true
834,proprietary_gpt,ow14-s0114,3,model-facing/candidate-snapshots/ow14-s0114.json,4,4,true
835,proprietary_gpt,ow14-s0114,4,model-facing/candidate-snapshots/ow14-s0114.json,4,4,true
836,proprietary_gpt,ow14-s0114,5,model-facing/candidate-snapshots/ow14-s0114.json,4,4,true
837,proprietary_gpt,ow14-s0115,1,model-facing/candidate-snapshots/ow14-s0115.json,4,4,true
838,proprietary_gpt,ow14-s0115,2,model-facing/candidate-snapshots/ow14-s0115.json,4,4,true
839,proprietary_gpt,ow14-s0115,3,model-facing/candidate-snapshots/ow14-s0115.json,4,4,true
840,proprietary_gpt,ow14-s0115,4,model-facing/candidate-snapshots/ow14-s0115.json,4,4,true
841,proprietary_gpt,ow14-s0115,5,model-facing/candidate-snapshots/ow14-s0115.json,4,4,true
842,proprietary_gpt,ow14-s0116,1,model-facing/candidate-snapshots/ow14-s0116.json,4,4,true
843,proprietary_gpt,ow14-s0116,2,model-facing/candidate-snapshots/ow14-s0116.json,4,4,true
844,proprietary_gpt,ow14-s0116,3,model-facing/candidate-snapshots/ow14-s0116.json,4,4,true
845,proprietary_gpt,ow14-s0116,4,model-facing/candidate-snapshots/ow14-s0116.json,4,4,true
846,proprietary_gpt,ow14-s0116,5,model-facing/candidate-snapshots/ow14-s0116.json,4,4,true
847,proprietary_gpt,ow14-s0117,1,model-facing/candidate-snapshots/ow14-s0117.json,4,4,true
848,proprietary_gpt,ow14-s0117,2,model-facing/candidate-snapshots/ow14-s0117.json,4,4,true
849,proprietary_gpt,ow14-s0117,3,model-facing/candidate-snapshots/ow14-s0117.json,4,4,true
850,proprietary_gpt,ow14-s0117,4,model-facing/candidate-snapshots/ow14-s0117.json,4,4,true
851,proprietary_gpt,ow14-s0117,5,model-facing/candidate-snapshots/ow14-s0117.json,4,4,true
852,proprietary_gpt,ow14-s0118,1,model-facing/candidate-snapshots/ow14-s0118.json,4,4,true
853,proprietary_gpt,ow14-s0118,2,model-facing/candidate-snapshots/ow14-s0118.json,4,4,true
854,proprietary_gpt,ow14-s0118,3,model-facing/candidate-snapshots/ow14-s0118.json,4,4,true
855,proprietary_gpt,ow14-s0118,4,model-facing/candidate-snapshots/ow14-s0118.json,4,4,true
856,proprietary_gpt,ow14-s0118,5,model-facing/candidate-snapshots/ow14-s0118.json,4,4,true
857,proprietary_gpt,ow14-s0119,1,model-facing/candidate-snapshots/ow14-s0119.json,4,4,true
858,proprietary_gpt,ow14-s0119,2,model-facing/candidate-snapshots/ow14-s0119.json,4,4,true
859,proprietary_gpt,ow14-s0119,3,model-facing/candidate-snapshots/ow14-s0119.json,4,4,true
860,proprietary_gpt,ow14-s0119,4,model-facing/candidate-snapshots/ow14-s0119.json,4,4,true
861,proprietary_gpt,ow14-s0119,5,model-facing/candidate-snapshots/ow14-s0119.json,4,4,true
862,proprietary_gpt,ow14-s0120,1,model-facing/candidate-snapshots/ow14-s0120.json,4,4,true
863,proprietary_gpt,ow14-s0120,2,model-facing/candidate-snapshots/ow14-s0120.json,4,4,true
864,proprietary_gpt,ow14-s0120,3,model-facing/candidate-snapshots/ow14-s0120.json,4,4,true
865,proprietary_gpt,ow14-s0120,4,model-facing/candidate-snapshots/ow14-s0120.json,4,4,true
866,proprietary_gpt,ow14-s0120,5,model-facing/candidate-snapshots/ow14-s0120.json,4,4,true
867,proprietary_gpt,ow14-s0121,1,model-facing/candidate-snapshots/ow14-s0121.json,4,4,true
868,proprietary_gpt,ow14-s0121,2,model-facing/candidate-snapshots/ow14-s0121.json,4,4,true
869,proprietary_gpt,ow14-s0121,3,model-facing/candidate-snapshots/ow14-s0121.json,4,4,true
870,proprietary_gpt,ow14-s0121,4,model-facing/candidate-snapshots/ow14-s0121.json,4,4,true
871,proprietary_gpt,ow14-s0121,5,model-facing/candidate-snapshots/ow14-s0121.json,4,4,true
872,proprietary_gpt,ow14-s0122,1,model-facing/candidate-snapshots/ow14-s0122.json,4,4,true
873,proprietary_gpt,ow14-s0122,2,model-facing/candidate-snapshots/ow14-s0122.json,4,4,true
874,proprietary_gpt,ow14-s0122,3,model-facing/candidate-snapshots/ow14-s0122.json,4,4,true
875,proprietary_gpt,ow14-s0122,4,model-facing/candidate-snapshots/ow14-s0122.json,4,4,true
876,proprietary_gpt,ow14-s0122,5,model-facing/candidate-snapshots/ow14-s0122.json,4,4,true
877,proprietary_gpt,ow14-s0123,1,model-facing/candidate-snapshots/ow14-s0123.json,4,4,true
878,proprietary_gpt,ow14-s0123,2,model-facing/candidate-snapshots/ow14-s0123.json,4,4,true
879,proprietary_gpt,ow14-s0123,3,model-facing/candidate-snapshots/ow14-s0123.json,4,4,true
880,proprietary_gpt,ow14-s0123,4,model-facing/candidate-snapshots/ow14-s0123.json,4,4,true
881,proprietary_gpt,ow14-s0123,5,model-facing/candidate-snapshots/ow14-s0123.json,4,4,true
882,proprietary_gpt,ow14-s0124,1,model-facing/candidate-snapshots/ow14-s0124.json,4,4,true
883,proprietary_gpt,ow14-s0124,2,model-facing/candidate-snapshots/ow14-s0124.json,4,4,true
884,proprietary_gpt,ow14-s0124,3,model-facing/candidate-snapshots/ow14-s0124.json,4,4,true
885,proprietary_gpt,ow14-s0124,4,model-facing/candidate-snapshots/ow14-s0124.json,4,4,true
886,proprietary_gpt,ow14-s0124,5,model-facing/candidate-snapshots/ow14-s0124.json,4,4,true
887,proprietary_gpt,ow14-s0125,1,model-facing/candidate-snapshots/ow14-s0125.json,4,4,true
