candidate_id,action_path,method,parameter_name,source,input_type,editable_input_count,required_input_count,parameter_count,evaluation_role,compatibility_class
ox14-c000210,/external-v14/case-000210,GET,input_000210,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000211,/external-v14/case-000211,GET,input_000211,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000212,/external-v14/case-000212,GET,input_000212,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000214,/external-v14/case-000214,GET,input_000214,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000215,/external-v14/case-000215,GET,input_000215,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000216,/external-v14/case-000216,GET,input_000216,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000217,/external-v14/case-000217,GET,input_000217,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000218,/external-v14/case-000218,GET,input_000218,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000219,/external-v14/case-000219,GET,input_000219,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000220,/external-v14/case-000220,GET,input_000220,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000221,/external-v14/case-000221,GET,input_000221,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000222,/external-v14/case-000222,GET,input_000222,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000223,/external-v14/case-000223,GET,input_000223,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000224,/external-v14/case-000224,GET,input_000224,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000225,/external-v14/case-000225,GET,input_000225,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000226,/external-v14/case-000226,GET,input_000226,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000227,/external-v14/case-000227,GET,input_000227,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000228,/external-v14/case-000228,GET,input_000228,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000229,/external-v14/case-000229,GET,input_000229,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000230,/external-v14/case-000230,GET,input_000230,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000231,/external-v14/case-000231,GET,input_000231,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000232,/external-v14/case-000232,GET,input_000232,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000233,/external-v14/case-000233,GET,input_000233,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000234,/external-v14/case-000234,GET,input_000234,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000235,/external-v14/case-000235,GET,input_000235,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000236,/external-v14/case-000236,GET,input_000236,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000237,/external-v14/case-000237,GET,input_000237,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000238,/external-v14/case-000238,GET,input_000238,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000239,/external-v14/case-000239,GET,input_000239,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000241,/external-v14/case-000241,GET,input_000241,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000242,/external-v14/case-000242,GET,input_000242,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000243,/external-v14/case-000243,GET,input_000243,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000244,/external-v14/case-000244,GET,input_000244,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000245,/external-v14/case-000245,GET,input_000245,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000246,/external-v14/case-000246,GET,input_000246,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000247,/external-v14/case-000247,GET,input_000247,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000248,/external-v14/case-000248,GET,input_000248,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000249,/external-v14/case-000249,GET,input_000249,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000250,/external-v14/case-000250,GET,input_000250,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000251,/external-v14/case-000251,GET,input_000251,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000252,/external-v14/case-000252,GET,input_000252,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000253,/external-v14/case-000253,GET,input_000253,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000254,/external-v14/case-000254,GET,input_000254,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000255,/external-v14/case-000255,GET,input_000255,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000256,/external-v14/case-000256,GET,input_000256,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000258,/external-v14/case-000258,GET,input_000258,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000259,/external-v14/case-000259,GET,input_000259,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000260,/external-v14/case-000260,GET,input_000260,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000261,/external-v14/case-000261,GET,input_000261,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000262,/external-v14/case-000262,GET,input_000262,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000263,/external-v14/case-000263,GET,input_000263,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000264,/external-v14/case-000264,GET,input_000264,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000265,/external-v14/case-000265,GET,input_000265,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000266,/external-v14/case-000266,GET,input_000266,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000267,/external-v14/case-000267,GET,input_000267,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000268,/external-v14/case-000268,GET,input_000268,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000269,/external-v14/case-000269,GET,input_000269,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000270,/external-v14/case-000270,GET,input_000270,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000271,/external-v14/case-000271,GET,input_000271,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000272,/external-v14/case-000272,GET,input_000272,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000273,/external-v14/case-000273,GET,input_000273,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000274,/external-v14/case-000274,GET,input_000274,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000275,/external-v14/case-000275,GET,input_000275,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000277,/external-v14/case-000277,GET,input_000277,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000278,/external-v14/case-000278,GET,input_000278,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000293,/external-v14/case-000293,GET,header_000293,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000294,/external-v14/case-000294,GET,header_000294,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000295,/external-v14/case-000295,GET,header_000295,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000296,/external-v14/case-000296,GET,header_000296,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000297,/external-v14/case-000297,GET,header_000297,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000298,/external-v14/case-000298,GET,header_000298,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000299,/external-v14/case-000299,GET,header_000299,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000300,/external-v14/case-000300,GET,header_000300,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000301,/external-v14/case-000301,GET,header_000301,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000302,/external-v14/case-000302,GET,header_000302,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000303,/external-v14/case-000303,GET,header_000303,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000304,/external-v14/case-000304,GET,header_000304,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000305,/external-v14/case-000305,GET,header_000305,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000306,/external-v14/case-000306,GET,header_000306,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000307,/external-v14/case-000307,GET,header_000307,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000308,/external-v14/case-000308,GET,header_000308,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000309,/external-v14/case-000309,GET,header_000309,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000310,/external-v14/case-000310,GET,header_000310,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000311,/external-v14/case-000311,GET,header_000311,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000312,/external-v14/case-000312,GET,header_000312,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000313,/external-v14/case-000313,GET,header_000313,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000314,/external-v14/case-000314,GET,header_000314,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000315,/external-v14/case-000315,GET,header_000315,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000316,/external-v14/case-000316,GET,header_000316,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000317,/external-v14/case-000317,GET,header_000317,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000318,/external-v14/case-000318,GET,header_000318,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000319,/external-v14/case-000319,GET,header_000319,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000320,/external-v14/case-000320,GET,input_000320,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000321,/external-v14/case-000321,GET,input_000321,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000322,/external-v14/case-000322,GET,input_000322,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000323,/external-v14/case-000323,GET,input_000323,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000324,/external-v14/case-000324,GET,input_000324,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000326,/external-v14/case-000326,GET,input_000326,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000327,/external-v14/case-000327,GET,input_000327,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000328,/external-v14/case-000328,GET,input_000328,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000329,/external-v14/case-000329,GET,input_000329,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000330,/external-v14/case-000330,GET,input_000330,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000331,/external-v14/case-000331,GET,input_000331,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000332,/external-v14/case-000332,GET,input_000332,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000333,/external-v14/case-000333,GET,input_000333,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000334,/external-v14/case-000334,GET,input_000334,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000335,/external-v14/case-000335,GET,input_000335,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000336,/external-v14/case-000336,GET,input_000336,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000337,/external-v14/case-000337,GET,input_000337,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000339,/external-v14/case-000339,GET,input_000339,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000340,/external-v14/case-000340,GET,input_000340,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000341,/external-v14/case-000341,GET,input_000341,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000342,/external-v14/case-000342,GET,input_000342,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000343,/external-v14/case-000343,GET,input_000343,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000344,/external-v14/case-000344,GET,input_000344,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000346,/external-v14/case-000346,GET,input_000346,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000347,/external-v14/case-000347,GET,input_000347,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000348,/external-v14/case-000348,GET,input_000348,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000349,/external-v14/case-000349,GET,input_000349,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000350,/external-v14/case-000350,GET,input_000350,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000351,/external-v14/case-000351,GET,input_000351,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000352,/external-v14/case-000352,GET,input_000352,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000353,/external-v14/case-000353,GET,input_000353,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000354,/external-v14/case-000354,GET,input_000354,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000355,/external-v14/case-000355,GET,input_000355,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000356,/external-v14/case-000356,GET,input_000356,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000357,/external-v14/case-000357,GET,input_000357,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000358,/external-v14/case-000358,GET,input_000358,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000359,/external-v14/case-000359,GET,input_000359,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000361,/external-v14/case-000361,GET,input_000361,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000362,/external-v14/case-000362,GET,input_000362,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000363,/external-v14/case-000363,GET,input_000363,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000365,/external-v14/case-000365,GET,input_000365,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000366,/external-v14/case-000366,GET,input_000366,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000367,/external-v14/case-000367,GET,input_000367,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000368,/external-v14/case-000368,GET,input_000368,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000369,/external-v14/case-000369,GET,input_000369,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000370,/external-v14/case-000370,GET,input_000370,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000371,/external-v14/case-000371,GET,input_000371,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000372,/external-v14/case-000372,GET,input_000372,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000373,/external-v14/case-000373,GET,input_000373,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000374,/external-v14/case-000374,GET,input_000374,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000376,/external-v14/case-000376,GET,input_000376,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000377,/external-v14/case-000377,GET,input_000377,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000378,/external-v14/case-000378,GET,input_000378,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000379,/external-v14/case-000379,GET,input_000379,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000380,/external-v14/case-000380,GET,input_000380,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000381,/external-v14/case-000381,GET,input_000381,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000382,/external-v14/case-000382,GET,input_000382,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000383,/external-v14/case-000383,GET,input_000383,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000384,/external-v14/case-000384,GET,input_000384,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000385,/external-v14/case-000385,GET,input_000385,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000386,/external-v14/case-000386,GET,input_000386,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000387,/external-v14/case-000387,GET,input_000387,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000388,/external-v14/case-000388,GET,input_000388,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000389,/external-v14/case-000389,GET,input_000389,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000390,/external-v14/case-000390,GET,input_000390,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000391,/external-v14/case-000391,GET,input_000391,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000392,/external-v14/case-000392,GET,input_000392,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000393,/external-v14/case-000393,GET,input_000393,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000394,/external-v14/case-000394,GET,input_000394,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000395,/external-v14/case-000395,GET,input_000395,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000396,/external-v14/case-000396,GET,input_000396,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000397,/external-v14/case-000397,GET,input_000397,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000398,/external-v14/case-000398,GET,input_000398,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000399,/external-v14/case-000399,GET,input_000399,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000400,/external-v14/case-000400,GET,input_000400,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000401,/external-v14/case-000401,GET,input_000401,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000402,/external-v14/case-000402,GET,input_000402,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000403,/external-v14/case-000403,GET,input_000403,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000404,/external-v14/case-000404,GET,input_000404,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000405,/external-v14/case-000405,GET,input_000405,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000406,/external-v14/case-000406,GET,input_000406,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000407,/external-v14/case-000407,GET,input_000407,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000408,/external-v14/case-000408,GET,input_000408,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000409,/external-v14/case-000409,GET,input_000409,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000410,/external-v14/case-000410,GET,input_000410,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000411,/external-v14/case-000411,GET,input_000411,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000412,/external-v14/case-000412,GET,input_000412,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000413,/external-v14/case-000413,GET,input_000413,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000414,/external-v14/case-000414,GET,input_000414,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000415,/external-v14/case-000415,GET,input_000415,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000416,/external-v14/case-000416,GET,input_000416,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000417,/external-v14/case-000417,GET,input_000417,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000418,/external-v14/case-000418,GET,input_000418,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000419,/external-v14/case-000419,GET,input_000419,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000420,/external-v14/case-000420,GET,input_000420,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
