scenario_id,scenario_type,trial_number,input_order,output_ranking,exact_input_order_match,ascending_candidate_id_order,descending_candidate_id_order,exact_ascending_candidate_id_order_match,exact_descending_candidate_id_order_match,spearman_ascending_candidate_id_order
ow14-s0060,positive,2,ox14-c000427 ox14-c000084 ox14-c000337 ox14-c000053 ox14-c000350,ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000053 ox14-c000427,false,ox14-c000053 ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000427,ox14-c000427 ox14-c000350 ox14-c000337 ox14-c000084 ox14-c000053,false,false,0.4000000000
ow14-s0060,positive,3,ox14-c000427 ox14-c000084 ox14-c000337 ox14-c000053 ox14-c000350,ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000053 ox14-c000427,false,ox14-c000053 ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000427,ox14-c000427 ox14-c000350 ox14-c000337 ox14-c000084 ox14-c000053,false,false,0.4000000000
ow14-s0060,positive,4,ox14-c000427 ox14-c000084 ox14-c000337 ox14-c000053 ox14-c000350,ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000053 ox14-c000427,false,ox14-c000053 ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000427,ox14-c000427 ox14-c000350 ox14-c000337 ox14-c000084 ox14-c000053,false,false,0.4000000000
ow14-s0060,positive,5,ox14-c000427 ox14-c000084 ox14-c000337 ox14-c000053 ox14-c000350,ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000053 ox14-c000427,false,ox14-c000053 ox14-c000084 ox14-c000337 ox14-c000350 ox14-c000427,ox14-c000427 ox14-c000350 ox14-c000337 ox14-c000084 ox14-c000053,false,false,0.4000000000
ow14-s0061,positive,1,ox14-c000384 ox14-c000016 ox14-c000344 ox14-c000002 ox14-c000216,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,ox14-c000002 ox14-c000016 ox14-c000216 ox14-c000344 ox14-c000384,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,true,-1.0000000000
ow14-s0061,positive,2,ox14-c000384 ox14-c000016 ox14-c000344 ox14-c000002 ox14-c000216,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,ox14-c000002 ox14-c000016 ox14-c000216 ox14-c000344 ox14-c000384,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,true,-1.0000000000
ow14-s0061,positive,3,ox14-c000384 ox14-c000016 ox14-c000344 ox14-c000002 ox14-c000216,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,ox14-c000002 ox14-c000016 ox14-c000216 ox14-c000344 ox14-c000384,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,true,-1.0000000000
ow14-s0061,positive,4,ox14-c000384 ox14-c000016 ox14-c000344 ox14-c000002 ox14-c000216,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,ox14-c000002 ox14-c000016 ox14-c000216 ox14-c000344 ox14-c000384,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,true,-1.0000000000
ow14-s0061,positive,5,ox14-c000384 ox14-c000016 ox14-c000344 ox14-c000002 ox14-c000216,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,ox14-c000002 ox14-c000016 ox14-c000216 ox14-c000344 ox14-c000384,ox14-c000384 ox14-c000344 ox14-c000216 ox14-c000016 ox14-c000002,false,true,-1.0000000000
ow14-s0062,positive,1,ox14-c000220 ox14-c000177 ox14-c000079 ox14-c000207 ox14-c000268,ox14-c000268 ox14-c000207 ox14-c000220 ox14-c000177 ox14-c000079,false,ox14-c000079 ox14-c000177 ox14-c000207 ox14-c000220 ox14-c000268,ox14-c000268 ox14-c000220 ox14-c000207 ox14-c000177 ox14-c000079,false,false,-0.9000000000
ow14-s0062,positive,2,ox14-c000220 ox14-c000177 ox14-c000079 ox14-c000207 ox14-c000268,ox14-c000268 ox14-c000207 ox14-c000220 ox14-c000177 ox14-c000079,false,ox14-c000079 ox14-c000177 ox14-c000207 ox14-c000220 ox14-c000268,ox14-c000268 ox14-c000220 ox14-c000207 ox14-c000177 ox14-c000079,false,false,-0.9000000000
ow14-s0062,positive,3,ox14-c000220 ox14-c000177 ox14-c000079 ox14-c000207 ox14-c000268,ox14-c000268 ox14-c000207 ox14-c000220 ox14-c000177 ox14-c000079,false,ox14-c000079 ox14-c000177 ox14-c000207 ox14-c000220 ox14-c000268,ox14-c000268 ox14-c000220 ox14-c000207 ox14-c000177 ox14-c000079,false,false,-0.9000000000
ow14-s0062,positive,4,ox14-c000220 ox14-c000177 ox14-c000079 ox14-c000207 ox14-c000268,ox14-c000268 ox14-c000207 ox14-c000220 ox14-c000177 ox14-c000079,false,ox14-c000079 ox14-c000177 ox14-c000207 ox14-c000220 ox14-c000268,ox14-c000268 ox14-c000220 ox14-c000207 ox14-c000177 ox14-c000079,false,false,-0.9000000000
ow14-s0062,positive,5,ox14-c000220 ox14-c000177 ox14-c000079 ox14-c000207 ox14-c000268,ox14-c000268 ox14-c000207 ox14-c000220 ox14-c000177 ox14-c000079,false,ox14-c000079 ox14-c000177 ox14-c000207 ox14-c000220 ox14-c000268,ox14-c000268 ox14-c000220 ox14-c000207 ox14-c000177 ox14-c000079,false,false,-0.9000000000
ow14-s0063,positive,1,ox14-c000314 ox14-c000026 ox14-c000417 ox14-c000061 ox14-c000434,ox14-c000026 ox14-c000314 ox14-c000061 ox14-c000417 ox14-c000434,false,ox14-c000026 ox14-c000061 ox14-c000314 ox14-c000417 ox14-c000434,ox14-c000434 ox14-c000417 ox14-c000314 ox14-c000061 ox14-c000026,false,false,0.9000000000
ow14-s0063,positive,2,ox14-c000314 ox14-c000026 ox14-c000417 ox14-c000061 ox14-c000434,ox14-c000026 ox14-c000314 ox14-c000061 ox14-c000417 ox14-c000434,false,ox14-c000026 ox14-c000061 ox14-c000314 ox14-c000417 ox14-c000434,ox14-c000434 ox14-c000417 ox14-c000314 ox14-c000061 ox14-c000026,false,false,0.9000000000
ow14-s0063,positive,3,ox14-c000314 ox14-c000026 ox14-c000417 ox14-c000061 ox14-c000434,ox14-c000026 ox14-c000314 ox14-c000061 ox14-c000417 ox14-c000434,false,ox14-c000026 ox14-c000061 ox14-c000314 ox14-c000417 ox14-c000434,ox14-c000434 ox14-c000417 ox14-c000314 ox14-c000061 ox14-c000026,false,false,0.9000000000
ow14-s0063,positive,4,ox14-c000314 ox14-c000026 ox14-c000417 ox14-c000061 ox14-c000434,ox14-c000026 ox14-c000314 ox14-c000061 ox14-c000417 ox14-c000434,false,ox14-c000026 ox14-c000061 ox14-c000314 ox14-c000417 ox14-c000434,ox14-c000434 ox14-c000417 ox14-c000314 ox14-c000061 ox14-c000026,false,false,0.9000000000
ow14-s0063,positive,5,ox14-c000314 ox14-c000026 ox14-c000417 ox14-c000061 ox14-c000434,ox14-c000026 ox14-c000314 ox14-c000061 ox14-c000417 ox14-c000434,false,ox14-c000026 ox14-c000061 ox14-c000314 ox14-c000417 ox14-c000434,ox14-c000434 ox14-c000417 ox14-c000314 ox14-c000061 ox14-c000026,false,false,0.9000000000
ow14-s0064,positive,1,ox14-c000034 ox14-c000273 ox14-c000019 ox14-c000219 ox14-c000109,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,ox14-c000019 ox14-c000034 ox14-c000109 ox14-c000219 ox14-c000273,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,true,-1.0000000000
ow14-s0064,positive,2,ox14-c000034 ox14-c000273 ox14-c000019 ox14-c000219 ox14-c000109,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,ox14-c000019 ox14-c000034 ox14-c000109 ox14-c000219 ox14-c000273,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,true,-1.0000000000
ow14-s0064,positive,3,ox14-c000034 ox14-c000273 ox14-c000019 ox14-c000219 ox14-c000109,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,ox14-c000019 ox14-c000034 ox14-c000109 ox14-c000219 ox14-c000273,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,true,-1.0000000000
ow14-s0064,positive,4,ox14-c000034 ox14-c000273 ox14-c000019 ox14-c000219 ox14-c000109,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,ox14-c000019 ox14-c000034 ox14-c000109 ox14-c000219 ox14-c000273,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,true,-1.0000000000
ow14-s0064,positive,5,ox14-c000034 ox14-c000273 ox14-c000019 ox14-c000219 ox14-c000109,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,ox14-c000019 ox14-c000034 ox14-c000109 ox14-c000219 ox14-c000273,ox14-c000273 ox14-c000219 ox14-c000109 ox14-c000034 ox14-c000019,false,true,-1.0000000000
ow14-s0065,positive,1,ox14-c000405 ox14-c000101 ox14-c000363 ox14-c000347 ox14-c000303,ox14-c000101 ox14-c000347 ox14-c000303 ox14-c000405 ox14-c000363,false,ox14-c000101 ox14-c000303 ox14-c000347 ox14-c000363 ox14-c000405,ox14-c000405 ox14-c000363 ox14-c000347 ox14-c000303 ox14-c000101,false,false,0.8000000000
ow14-s0065,positive,2,ox14-c000405 ox14-c000101 ox14-c000363 ox14-c000347 ox14-c000303,ox14-c000101 ox14-c000347 ox14-c000303 ox14-c000405 ox14-c000363,false,ox14-c000101 ox14-c000303 ox14-c000347 ox14-c000363 ox14-c000405,ox14-c000405 ox14-c000363 ox14-c000347 ox14-c000303 ox14-c000101,false,false,0.8000000000
ow14-s0065,positive,3,ox14-c000405 ox14-c000101 ox14-c000363 ox14-c000347 ox14-c000303,ox14-c000101 ox14-c000347 ox14-c000303 ox14-c000405 ox14-c000363,false,ox14-c000101 ox14-c000303 ox14-c000347 ox14-c000363 ox14-c000405,ox14-c000405 ox14-c000363 ox14-c000347 ox14-c000303 ox14-c000101,false,false,0.8000000000
ow14-s0065,positive,4,ox14-c000405 ox14-c000101 ox14-c000363 ox14-c000347 ox14-c000303,ox14-c000101 ox14-c000347 ox14-c000303 ox14-c000405 ox14-c000363,false,ox14-c000101 ox14-c000303 ox14-c000347 ox14-c000363 ox14-c000405,ox14-c000405 ox14-c000363 ox14-c000347 ox14-c000303 ox14-c000101,false,false,0.8000000000
ow14-s0065,positive,5,ox14-c000405 ox14-c000101 ox14-c000363 ox14-c000347 ox14-c000303,ox14-c000101 ox14-c000347 ox14-c000303 ox14-c000405 ox14-c000363,false,ox14-c000101 ox14-c000303 ox14-c000347 ox14-c000363 ox14-c000405,ox14-c000405 ox14-c000363 ox14-c000347 ox14-c000303 ox14-c000101,false,false,0.8000000000
ow14-s0066,positive,1,ox14-c000100 ox14-c000226 ox14-c000039 ox14-c000064 ox14-c000111,ox14-c000039 ox14-c000226 ox14-c000100 ox14-c000064 ox14-c000111,false,ox14-c000039 ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000226,ox14-c000226 ox14-c000111 ox14-c000100 ox14-c000064 ox14-c000039,false,false,0.3000000000
ow14-s0066,positive,2,ox14-c000100 ox14-c000226 ox14-c000039 ox14-c000064 ox14-c000111,ox14-c000039 ox14-c000226 ox14-c000100 ox14-c000064 ox14-c000111,false,ox14-c000039 ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000226,ox14-c000226 ox14-c000111 ox14-c000100 ox14-c000064 ox14-c000039,false,false,0.3000000000
ow14-s0066,positive,3,ox14-c000100 ox14-c000226 ox14-c000039 ox14-c000064 ox14-c000111,ox14-c000039 ox14-c000226 ox14-c000100 ox14-c000064 ox14-c000111,false,ox14-c000039 ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000226,ox14-c000226 ox14-c000111 ox14-c000100 ox14-c000064 ox14-c000039,false,false,0.3000000000
ow14-s0066,positive,4,ox14-c000100 ox14-c000226 ox14-c000039 ox14-c000064 ox14-c000111,ox14-c000039 ox14-c000226 ox14-c000100 ox14-c000064 ox14-c000111,false,ox14-c000039 ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000226,ox14-c000226 ox14-c000111 ox14-c000100 ox14-c000064 ox14-c000039,false,false,0.3000000000
ow14-s0066,positive,5,ox14-c000100 ox14-c000226 ox14-c000039 ox14-c000064 ox14-c000111,ox14-c000039 ox14-c000226 ox14-c000100 ox14-c000064 ox14-c000111,false,ox14-c000039 ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000226,ox14-c000226 ox14-c000111 ox14-c000100 ox14-c000064 ox14-c000039,false,false,0.3000000000
ow14-s0067,positive,1,ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000141 ox14-c000387,ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000387,false,ox14-c000048 ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000387,ox14-c000387 ox14-c000385 ox14-c000212 ox14-c000141 ox14-c000048,false,false,0.4000000000
ow14-s0067,positive,2,ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000141 ox14-c000387,ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000387,false,ox14-c000048 ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000387,ox14-c000387 ox14-c000385 ox14-c000212 ox14-c000141 ox14-c000048,false,false,0.4000000000
ow14-s0067,positive,3,ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000141 ox14-c000387,ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000387,false,ox14-c000048 ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000387,ox14-c000387 ox14-c000385 ox14-c000212 ox14-c000141 ox14-c000048,false,false,0.4000000000
ow14-s0067,positive,4,ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000141 ox14-c000387,ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000387,false,ox14-c000048 ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000387,ox14-c000387 ox14-c000385 ox14-c000212 ox14-c000141 ox14-c000048,false,false,0.4000000000
ow14-s0067,positive,5,ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000141 ox14-c000387,ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000387,false,ox14-c000048 ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000387,ox14-c000387 ox14-c000385 ox14-c000212 ox14-c000141 ox14-c000048,false,false,0.4000000000
ow14-s0068,positive,1,ox14-c000248 ox14-c000399 ox14-c000082 ox14-c000251 ox14-c000423,ox14-c000082 ox14-c000248 ox14-c000399 ox14-c000251 ox14-c000423,false,ox14-c000082 ox14-c000248 ox14-c000251 ox14-c000399 ox14-c000423,ox14-c000423 ox14-c000399 ox14-c000251 ox14-c000248 ox14-c000082,false,false,0.9000000000
ow14-s0068,positive,2,ox14-c000248 ox14-c000399 ox14-c000082 ox14-c000251 ox14-c000423,ox14-c000082 ox14-c000248 ox14-c000399 ox14-c000251 ox14-c000423,false,ox14-c000082 ox14-c000248 ox14-c000251 ox14-c000399 ox14-c000423,ox14-c000423 ox14-c000399 ox14-c000251 ox14-c000248 ox14-c000082,false,false,0.9000000000
ow14-s0068,positive,3,ox14-c000248 ox14-c000399 ox14-c000082 ox14-c000251 ox14-c000423,ox14-c000082 ox14-c000248 ox14-c000399 ox14-c000251 ox14-c000423,false,ox14-c000082 ox14-c000248 ox14-c000251 ox14-c000399 ox14-c000423,ox14-c000423 ox14-c000399 ox14-c000251 ox14-c000248 ox14-c000082,false,false,0.9000000000
ow14-s0068,positive,4,ox14-c000248 ox14-c000399 ox14-c000082 ox14-c000251 ox14-c000423,ox14-c000082 ox14-c000248 ox14-c000399 ox14-c000251 ox14-c000423,false,ox14-c000082 ox14-c000248 ox14-c000251 ox14-c000399 ox14-c000423,ox14-c000423 ox14-c000399 ox14-c000251 ox14-c000248 ox14-c000082,false,false,0.9000000000
ow14-s0068,positive,5,ox14-c000248 ox14-c000399 ox14-c000082 ox14-c000251 ox14-c000423,ox14-c000082 ox14-c000248 ox14-c000399 ox14-c000251 ox14-c000423,false,ox14-c000082 ox14-c000248 ox14-c000251 ox14-c000399 ox14-c000423,ox14-c000423 ox14-c000399 ox14-c000251 ox14-c000248 ox14-c000082,false,false,0.9000000000
ow14-s0069,positive,1,ox14-c000296 ox14-c000410 ox14-c000077 ox14-c000179 ox14-c000085,ox14-c000410 ox14-c000077 ox14-c000296 ox14-c000179 ox14-c000085,false,ox14-c000077 ox14-c000085 ox14-c000179 ox14-c000296 ox14-c000410,ox14-c000410 ox14-c000296 ox14-c000179 ox14-c000085 ox14-c000077,false,false,-0.4000000000
ow14-s0069,positive,2,ox14-c000296 ox14-c000410 ox14-c000077 ox14-c000179 ox14-c000085,ox14-c000410 ox14-c000077 ox14-c000296 ox14-c000179 ox14-c000085,false,ox14-c000077 ox14-c000085 ox14-c000179 ox14-c000296 ox14-c000410,ox14-c000410 ox14-c000296 ox14-c000179 ox14-c000085 ox14-c000077,false,false,-0.4000000000
ow14-s0069,positive,3,ox14-c000296 ox14-c000410 ox14-c000077 ox14-c000179 ox14-c000085,ox14-c000410 ox14-c000077 ox14-c000296 ox14-c000179 ox14-c000085,false,ox14-c000077 ox14-c000085 ox14-c000179 ox14-c000296 ox14-c000410,ox14-c000410 ox14-c000296 ox14-c000179 ox14-c000085 ox14-c000077,false,false,-0.4000000000
ow14-s0069,positive,4,ox14-c000296 ox14-c000410 ox14-c000077 ox14-c000179 ox14-c000085,ox14-c000410 ox14-c000077 ox14-c000296 ox14-c000179 ox14-c000085,false,ox14-c000077 ox14-c000085 ox14-c000179 ox14-c000296 ox14-c000410,ox14-c000410 ox14-c000296 ox14-c000179 ox14-c000085 ox14-c000077,false,false,-0.4000000000
ow14-s0069,positive,5,ox14-c000296 ox14-c000410 ox14-c000077 ox14-c000179 ox14-c000085,ox14-c000410 ox14-c000077 ox14-c000296 ox14-c000179 ox14-c000085,false,ox14-c000077 ox14-c000085 ox14-c000179 ox14-c000296 ox14-c000410,ox14-c000410 ox14-c000296 ox14-c000179 ox14-c000085 ox14-c000077,false,false,-0.4000000000
ow14-s0070,positive,1,ox14-c000343 ox14-c000395 ox14-c000223 ox14-c000118 ox14-c000353,ox14-c000223 ox14-c000395 ox14-c000353 ox14-c000118 ox14-c000343,false,ox14-c000118 ox14-c000223 ox14-c000343 ox14-c000353 ox14-c000395,ox14-c000395 ox14-c000353 ox14-c000343 ox14-c000223 ox14-c000118,false,false,-0.2000000000
ow14-s0070,positive,2,ox14-c000343 ox14-c000395 ox14-c000223 ox14-c000118 ox14-c000353,ox14-c000223 ox14-c000395 ox14-c000353 ox14-c000118 ox14-c000343,false,ox14-c000118 ox14-c000223 ox14-c000343 ox14-c000353 ox14-c000395,ox14-c000395 ox14-c000353 ox14-c000343 ox14-c000223 ox14-c000118,false,false,-0.2000000000
ow14-s0070,positive,3,ox14-c000343 ox14-c000395 ox14-c000223 ox14-c000118 ox14-c000353,ox14-c000223 ox14-c000395 ox14-c000353 ox14-c000118 ox14-c000343,false,ox14-c000118 ox14-c000223 ox14-c000343 ox14-c000353 ox14-c000395,ox14-c000395 ox14-c000353 ox14-c000343 ox14-c000223 ox14-c000118,false,false,-0.2000000000
ow14-s0070,positive,4,ox14-c000343 ox14-c000395 ox14-c000223 ox14-c000118 ox14-c000353,ox14-c000223 ox14-c000395 ox14-c000353 ox14-c000118 ox14-c000343,false,ox14-c000118 ox14-c000223 ox14-c000343 ox14-c000353 ox14-c000395,ox14-c000395 ox14-c000353 ox14-c000343 ox14-c000223 ox14-c000118,false,false,-0.2000000000
ow14-s0070,positive,5,ox14-c000343 ox14-c000395 ox14-c000223 ox14-c000118 ox14-c000353,ox14-c000223 ox14-c000395 ox14-c000353 ox14-c000118 ox14-c000343,false,ox14-c000118 ox14-c000223 ox14-c000343 ox14-c000353 ox14-c000395,ox14-c000395 ox14-c000353 ox14-c000343 ox14-c000223 ox14-c000118,false,false,-0.2000000000
ow14-s0071,positive,1,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,true,ox14-c000116 ox14-c000188 ox14-c000307 ox14-c000311 ox14-c000315,ox14-c000315 ox14-c000311 ox14-c000307 ox14-c000188 ox14-c000116,false,false,0.0000000000
ow14-s0071,positive,2,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,true,ox14-c000116 ox14-c000188 ox14-c000307 ox14-c000311 ox14-c000315,ox14-c000315 ox14-c000311 ox14-c000307 ox14-c000188 ox14-c000116,false,false,0.0000000000
ow14-s0071,positive,3,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,true,ox14-c000116 ox14-c000188 ox14-c000307 ox14-c000311 ox14-c000315,ox14-c000315 ox14-c000311 ox14-c000307 ox14-c000188 ox14-c000116,false,false,0.0000000000
ow14-s0071,positive,4,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,true,ox14-c000116 ox14-c000188 ox14-c000307 ox14-c000311 ox14-c000315,ox14-c000315 ox14-c000311 ox14-c000307 ox14-c000188 ox14-c000116,false,false,0.0000000000
ow14-s0071,positive,5,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,true,ox14-c000116 ox14-c000188 ox14-c000307 ox14-c000311 ox14-c000315,ox14-c000315 ox14-c000311 ox14-c000307 ox14-c000188 ox14-c000116,false,false,0.0000000000
ow14-s0072,positive,1,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,true,ox14-c000161 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000404,ox14-c000404 ox14-c000351 ox14-c000271 ox14-c000167 ox14-c000161,false,false,-0.6000000000
ow14-s0072,positive,2,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,true,ox14-c000161 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000404,ox14-c000404 ox14-c000351 ox14-c000271 ox14-c000167 ox14-c000161,false,false,-0.6000000000
ow14-s0072,positive,3,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,true,ox14-c000161 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000404,ox14-c000404 ox14-c000351 ox14-c000271 ox14-c000167 ox14-c000161,false,false,-0.6000000000
ow14-s0072,positive,4,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,true,ox14-c000161 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000404,ox14-c000404 ox14-c000351 ox14-c000271 ox14-c000167 ox14-c000161,false,false,-0.6000000000
ow14-s0072,positive,5,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,true,ox14-c000161 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000404,ox14-c000404 ox14-c000351 ox14-c000271 ox14-c000167 ox14-c000161,false,false,-0.6000000000
ow14-s0073,positive,1,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,true,ox14-c000029 ox14-c000117 ox14-c000272 ox14-c000304 ox14-c000429,ox14-c000429 ox14-c000304 ox14-c000272 ox14-c000117 ox14-c000029,false,false,-0.6000000000
ow14-s0073,positive,2,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,true,ox14-c000029 ox14-c000117 ox14-c000272 ox14-c000304 ox14-c000429,ox14-c000429 ox14-c000304 ox14-c000272 ox14-c000117 ox14-c000029,false,false,-0.6000000000
ow14-s0073,positive,3,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,true,ox14-c000029 ox14-c000117 ox14-c000272 ox14-c000304 ox14-c000429,ox14-c000429 ox14-c000304 ox14-c000272 ox14-c000117 ox14-c000029,false,false,-0.6000000000
ow14-s0073,positive,4,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,true,ox14-c000029 ox14-c000117 ox14-c000272 ox14-c000304 ox14-c000429,ox14-c000429 ox14-c000304 ox14-c000272 ox14-c000117 ox14-c000029,false,false,-0.6000000000
ow14-s0073,positive,5,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,true,ox14-c000029 ox14-c000117 ox14-c000272 ox14-c000304 ox14-c000429,ox14-c000429 ox14-c000304 ox14-c000272 ox14-c000117 ox14-c000029,false,false,-0.6000000000
ow14-s0074,positive,1,ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000136 ox14-c000377,ox14-c000346 ox14-c000185 ox14-c000335 ox14-c000136 ox14-c000377,false,ox14-c000136 ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000377,ox14-c000377 ox14-c000346 ox14-c000335 ox14-c000185 ox14-c000136,false,false,0.1000000000
ow14-s0074,positive,2,ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000136 ox14-c000377,ox14-c000346 ox14-c000185 ox14-c000335 ox14-c000136 ox14-c000377,false,ox14-c000136 ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000377,ox14-c000377 ox14-c000346 ox14-c000335 ox14-c000185 ox14-c000136,false,false,0.1000000000
ow14-s0074,positive,3,ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000136 ox14-c000377,ox14-c000346 ox14-c000185 ox14-c000335 ox14-c000136 ox14-c000377,false,ox14-c000136 ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000377,ox14-c000377 ox14-c000346 ox14-c000335 ox14-c000185 ox14-c000136,false,false,0.1000000000
ow14-s0074,positive,4,ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000136 ox14-c000377,ox14-c000346 ox14-c000185 ox14-c000335 ox14-c000136 ox14-c000377,false,ox14-c000136 ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000377,ox14-c000377 ox14-c000346 ox14-c000335 ox14-c000185 ox14-c000136,false,false,0.1000000000
ow14-s0074,positive,5,ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000136 ox14-c000377,ox14-c000346 ox14-c000185 ox14-c000335 ox14-c000136 ox14-c000377,false,ox14-c000136 ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000377,ox14-c000377 ox14-c000346 ox14-c000335 ox14-c000185 ox14-c000136,false,false,0.1000000000
