deterministic_rr,deterministic_top1,deterministic_top2,deterministic_top4,gpt_invalid_or_failed_trials,gpt_mean_rr,gpt_top1_proportion,gpt_top2_proportion,gpt_top4_proportion,gpt_valid_trials,qwen_invalid_or_failed_trials,qwen_mean_rr,qwen_top1_proportion,qwen_top2_proportion,qwen_top4_proportion,qwen_valid_trials,scenario_id
0.5,0,1,1,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0223
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0224
1.0,1,1,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0225
0.3333333333333333,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0226
0.2,0,0,0,0,0.5,0.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0227
0.25,0,0,1,0,0.5,0.0,1.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0228
1.0,1,1,1,0,0.9,0.8,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0229
0.5,0,1,1,0,0.2833333333333333,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0230
0.5,0,1,1,0,0.36666666666666664,0.0,0.2,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0231
0.5,0,1,1,0,0.25666666666666665,0.0,0.0,0.8,5,5,missing,missing,missing,missing,0,ow14-s0232
0.25,0,0,1,0,0.55,0.4,0.4,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0233
0.3333333333333333,0,0,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0234
0.2,0,0,0,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0235
1.0,1,1,1,1,0.5625,0.25,0.75,1.0,4,0,0.2,0.0,0.0,0.0,5,ow14-s0236
