scenario_id,scenario_type,position,candidate_id,is_focal_vulnerable,candidate_order_key
os15-s0044,positive,5,os15-c000295,False,bdbd4e04658c8001e72cfc731d588d103be3ceb5babab6d504a0f19f89c0230a
os15-s0045,positive,1,os15-c000367,False,067f6666830a345de3e1a230a023c562c742a3f0970da38f9ba05629baebb8ba
os15-s0045,positive,2,os15-c000218,False,3c1dcb61fcc672b225c04fc36ef936724172566f1d73098c5b03480bacd4133c
os15-s0045,positive,3,os15-c000387,True,47c3b57a2f7798a0ed4f571af0c65047f376811504a12e904baef38bb8af0c98
os15-s0045,positive,4,os15-c000343,False,79a8d6f5d38eca7e95f579978bcd6bfcafed6b376536fdfa589608ce41330242
os15-s0045,positive,5,os15-c000025,False,d4eb82a2827116b99bc5ee77c2e2ab98318af1d27cc30b19557fd84000dc1ac8
os15-s0046,positive,1,os15-c000209,False,198e07b7c5edee79d28b3ac339f9c14da02e01ea86eb7d455d0170dc38702b40
os15-s0046,positive,2,os15-c000366,False,432537def0a96a1cc32a0c3c01c37241c9f6c95804350c1c117d932d36ce149d
os15-s0046,positive,3,os15-c000304,True,94a616eafece4d7a56517180875689098ee8d3743a9e3267aedffbc300890216
os15-s0046,positive,4,os15-c000502,False,a21190e38d85dde19bc5bd4a8a3600c6f573bf9310c5454a02e0257a23e88f3f
os15-s0046,positive,5,os15-c000171,False,f281e840028d0fe3f578b842a9df3f369b337cb53a3ad5c6fdfefb8169dd967c
os15-s0047,positive,1,os15-c000428,False,4d940d2672e375192962ee5681271d1b15529d235258ee768101c1acbb169f20
os15-s0047,positive,2,os15-c000207,False,4daf1eda7d114273f22eab4b137d531a2fead26b86322f2a797da6fe664862c9
os15-s0047,positive,3,os15-c000054,False,66ef0d988c0855471f9d8d74151b84cadb2ecd8c510ce4c5b50d927c4453550b
os15-s0047,positive,4,os15-c000052,False,d46f0b709b1c48d7f4cdb3fb601e0c68a8ff2ed97f7273aeebca96a3f0ad617d
os15-s0047,positive,5,os15-c000147,True,f3c1e2757656d19af928ee0163a6b6a6e0235f5af4ed56308a18566f4afb36fe
os15-s0048,positive,1,os15-c000330,False,3ce48ae645ff63df3419ed12021813914156fe02f427a875138bd7e88c8a3344
os15-s0048,positive,2,os15-c000293,False,3d8f65032381dc4332c9754827599a1b8ddbd0c16a89f49e77e63f0ac535f2eb
os15-s0048,positive,3,os15-c000021,True,457abc2ac22389ca093aee1f18a57cbbf387746f4ac6739aa609c9805277d51a
os15-s0048,positive,4,os15-c000053,False,959def51d84be57c5a27bf22db5714f743f41b777bf4154bfd659315ed1d3dfb
os15-s0048,positive,5,os15-c000236,False,99a12e57b7ee715e3b646c72d2d14d55d8f746b6d3789a5250fcac2714b4015e
os15-s0049,positive,1,os15-c000112,False,0832f86da868a0a4939a45c5ac657f03f7f27d8bd633d7ed93e6d64521e83b84
os15-s0049,positive,2,os15-c000452,False,8a36c2c0ff9e66ed6b62f591f587f02c2c5bef25f5604e43d91f7451400ff955
os15-s0049,positive,3,os15-c000362,False,98c9e7ac5a2a1dfa4bc200256411e71c04db5acd9244b3d938018fce825ac329
os15-s0049,positive,4,os15-c000274,True,ba7cb968e6801d0c0fc7846611783a3b95c961aa80f9e30854d92c76f3b2be50
os15-s0049,positive,5,os15-c000152,False,c1f9f0cde9e56d8f2a7a5aefc5a8c1a48deec47e5ca2852b53229cdc56b658cc
os15-s0050,positive,1,os15-c000203,False,3150aacda533e428ebfd02b97fd832f54157a60c6f7f92b9030ba7766a45e66d
os15-s0050,positive,2,os15-c000432,False,8739c5cc6d944614d41e5dae531617b1a6fd24c886df675241e4092cda86cb2f
os15-s0050,positive,3,os15-c000084,False,a3eb071841edc7c6bb83d136addb82bed6b88337b939145b29c0a7ab2532b9f5
os15-s0050,positive,4,os15-c000481,False,bfcdf4360d54b1cce694ec50f7f4753fee92d712cc3eae650cbf7733672b1b78
os15-s0050,positive,5,os15-c000094,True,f66fa0f00e47c5165c5261a148480b236fab366839bc6817a6f95f017e31dc3a
os15-s0051,positive,1,os15-c000064,False,2d3c21e149affcca209d5c19034dc9e635cb7f808df16594d060f847c7f2723a
os15-s0051,positive,2,os15-c000153,False,7ce6b662bffa0008de6339af46f12a5f0b742f64038838f85eb6de8fc33f8dc7
os15-s0051,positive,3,os15-c000503,False,c9ff94fd493f96b5bc6210b59671b3a8d21459f11064ba1282675efac3ab80a6
os15-s0051,positive,4,os15-c000008,True,e6690f573130089c31c884805a890a088f506cd822aeed0a08cc69dff5e9389c
os15-s0051,positive,5,os15-c000020,False,eea07c9357de0c24fdcc80f39615063dcb76f78721ab8aa70eeb2025217c9f3a
os15-s0052,positive,1,os15-c000051,False,91f2d9c33951688c3a738bdbbc216979c29d94889a9bb6d9678e3a3c4071bfda
os15-s0052,positive,2,os15-c000373,False,a21fbfa859efb43b49e70118414150500fb8662de424dda94c23b12565be8160
os15-s0052,positive,3,os15-c000111,False,b87cfeb1ec427fc37ecd54b845f178518974c8ecfd62826027b1badcfbb984b0
os15-s0052,positive,4,os15-c000371,True,d10017def8d30c907377df5a7a08317e6d4c690f618e8e580ad730d492b691fa
os15-s0052,positive,5,os15-c000162,False,f37f56e1ad6b2b381fa73ea5fe13c8516d3eb097b4c6ca06270a75e031a331a2
os15-s0053,positive,1,os15-c000358,False,4d0a6a787928304e84588ae6b1548490d128083b74a6f08defb6a0b65271ee50
os15-s0053,positive,2,os15-c000093,False,74675ceaff1ec57cef7f0ae01f2eeab69a37841f1dab1da47dec2fa35b1189f1
os15-s0053,positive,3,os15-c000466,False,93bfef9155b513eb89ed3382d456220cc8d408dd2c3e5cdf6619a0e339da7f97
os15-s0053,positive,4,os15-c000074,False,c3762596d0f570a7eb5bad91675031f1656b9721e48aeb4fb9c7a2d79b591a33
os15-s0053,positive,5,os15-c000145,True,f26f8374d6e97cf89337b1f1b126b5b0c3a7a303c942b585699f848080a78438
os15-s0054,positive,1,os15-c000372,False,0d25ef160a1016eda1e778fbd34dec774b4fe696908f0fe50b5a43b3d78296ef
os15-s0054,positive,2,os15-c000493,False,254f6051f417190ab6e8588de85f72afe3227e82085244af2feecb12ee3a75cd
os15-s0054,positive,3,os15-c000003,True,8fa5c77fa25dc41fa68e838ebf30307e6d459f54b75eb4babca148c183db5d53
os15-s0054,positive,4,os15-c000083,False,a2ea7e2c38a3b7a8b1923d53769be65ddf4d76bfcb727d2dac7e55f11e55a8c8
os15-s0054,positive,5,os15-c000329,False,a436ab4bf593b94eb8ea599bbf3b43f9e88dd54a402a9e0ae2b467b51195f3ba
os15-s0055,positive,1,os15-c000410,False,339f737aa20a60ea504e9ece351e909cded9e8ead78f2d142dc19aeb0a6e4f48
os15-s0055,positive,2,os15-c000336,False,42f25413646c0a4de3daa3803d43b6f0a1041e29449dbbad92b4e1db9ea51dc1
os15-s0055,positive,3,os15-c000087,False,acf6559bcb05ca6e2c09769d1ab387d4ed46f1be0cef7e565dfc7a3a4c5e5a64
os15-s0055,positive,4,os15-c000223,False,dbb9fc46762e0d536d1ed42f0c7fca3618e3b57cf91fef32d0d3d47adfbdea61
os15-s0055,positive,5,os15-c000224,True,ef673fe866d784fe852a3c59a2f7f7440f8beba2c5893c535434915aee3e5654
os15-s0056,positive,1,os15-c000146,True,6acb3d2f09e78df3f3e4c738afb850a53a65f6b6f0856050cacb995e903e3088
os15-s0056,positive,2,os15-c000151,False,8e6e54ed1784afd16ddd6318af0bd6995b5fee1a6d4bf57ccde7e661be467784
os15-s0056,positive,3,os15-c000192,False,99cea05a660217c39838f3c15a6e2338bd9fe48a0872fd3dfc0bf6c42f772063
os15-s0056,positive,4,os15-c000455,False,a75473ff2faff9b93367e5d4f625ee9ee226634d503ea2fb34713f537a08f2d6
os15-s0056,positive,5,os15-c000337,False,ce4731e85c8adbbba5a85e21b762bb2b36568d4da9fe23af3f7d0de74684e235
os15-s0057,positive,1,os15-c000323,False,53571e0313722a43e4bbd182f8581c2b1fbff4a694f347867ebc5bcb23b22237
os15-s0057,positive,2,os15-c000190,True,60285edd51482e6f1ecb1555efc17eb6a1b85b7a54e973c5dd10081165bb7b3c
os15-s0057,positive,3,os15-c000216,False,7921183ec0a2101f4d436c6bca4a2e55b94ff9ff22f667716c6517431093ffac
os15-s0057,positive,4,os15-c000388,False,84aecb26adc7cf5119158fed08138636999f9acb73e2d70b9ca8b2e22d87db4c
os15-s0057,positive,5,os15-c000131,False,e5f1b183225e50ea224d7ba79497258e6b1ff50b5598aabdc33012f9eadc1c9b
os15-s0058,positive,1,os15-c000501,False,12e33dc1389af4e83177c007454e5e82239af614b010323f1d53901ab713872a
os15-s0058,positive,2,os15-c000225,True,4aaba315cae259b8426e904e5f888012dd39ef9b519c1eae76e75819ca1f305f
os15-s0058,positive,3,os15-c000154,False,4f08a3ae027bae63ec644794f2b1af33347a631f59b4419d1ed489edf355442e
os15-s0058,positive,4,os15-c000469,False,617a6fab093e5f984455639fa847c6fe12d0f37abc8935fff46d13151b47c1f8
os15-s0058,positive,5,os15-c000308,False,b910613486102abf3d3a0cabe8f49911a0bfef6da8c18492d3e9c54512037ed9
os15-s0059,positive,1,os15-c000492,False,0a1df9db2f3b79c02557fc5eb386df3e95e65fdf8f585df192e9e74a16708a65
os15-s0059,positive,2,os15-c000073,False,a2b7587ab9178ccee700ace2009fab8028287844c88edcd277a4672331296b2a
os15-s0059,positive,3,os15-c000427,False,b4e84788eba4302ed9feda4abbf237af27671be4cc380532354e199f34d3757c
os15-s0059,positive,4,os15-c000116,False,da28974d70ec28bd6313eba4198a6d531fefefc2fdeebd913d5f9a8c1d4212dd
os15-s0059,positive,5,os15-c000486,True,f3d2210c80c419678f61771fabfefddfb46c7ec33d510e80da2b163e0788d49c
os15-s0060,positive,1,os15-c000067,False,193f4cd04154d0023d3225b0e9a968db36fe9d8fa642c83b1edfad0e41de37bd
os15-s0060,positive,2,os15-c000243,False,942d5148fa48c587637ed7e72f2d7b1728880b73f08dd6692e0f64dcf29a7a56
os15-s0060,positive,3,os15-c000331,False,b47d4560e4d11ef54139bd52aa3b8bb85c8e2f649389715f6621d8b1f95258dc
os15-s0060,positive,4,os15-c000015,True,b5836f071ccd7ead6e0a1796c8f40d0b0038b872b355615e10b3e1454700ae63
os15-s0060,positive,5,os15-c000103,False,ee5c894259dd74ad76e1b07c63b24aeb00e450f7f93006abf6d3aac4412bb47d
os15-s0061,positive,1,os15-c000384,False,11cdc2124a359fac4a896852b763879aeea04f37761a645075c58f55ada29733
os15-s0061,positive,2,os15-c000305,False,56e60366a0759a26fec7be539d1b14cf500f6997c985da10dc7881cfcc63707e
os15-s0061,positive,3,os15-c000464,False,57994d7c77c073afe8b910d4800f91abc3104c3565962c44991462f513300060
os15-s0061,positive,4,os15-c000096,True,6b260d7b95d313bd2dd7d35c48051484c623c798a3dd0743f734fbdf70381fc6
os15-s0061,positive,5,os15-c000261,False,9d5a3507cb1683ec7b5ff9497e8033b7ecf0d7e10a18668e37eb42b39b2b0160
os15-s0062,positive,1,os15-c000396,False,1849744dcb384ff9ce0f35cd80d4e2c0e000cdff73ed896d459941ffa4573852
os15-s0062,positive,2,os15-c000302,True,53a031ebcf5780c96691e7bfbfe2b240b0bd51f495418fbe25c34d3572a8b829
os15-s0062,positive,3,os15-c000408,False,9f6941770f41bce5427a1557083a4fe672305eed808f63fa99400038f6bf2fca
os15-s0062,positive,4,os15-c000195,False,adc86802e35430072042824723cb722f55e19d1d8e562e7ba159b7f9f1379b43
os15-s0062,positive,5,os15-c000110,False,ca450305be07bcb58bdbaa1235e65b46de809954759640b6c03fbc2268cfdb0e
os15-s0063,positive,1,os15-c000325,False,324c2c824fba3b1540debe32dd27fcf8e19a5c81b090d2f50274339b7ff61579
os15-s0063,positive,2,os15-c000163,False,61fcf46b514e253f33abcd076f983e0d303300154af62bee0a3fde031bb70b97
os15-s0063,positive,3,os15-c000485,False,b3e5989799f2b35696596e1289a36434f54d18d8e76e6ee8d182f2bca981090f
os15-s0063,positive,4,os15-c000392,False,d22ba1876d9e738a2acff7a19d35b341d47f5a2356fef05987be6a8ca69f61f1
os15-s0063,positive,5,os15-c000423,True,dd9355d4e982448a3c94362841a62a6ca616f0c1c4cc39acf4e7dae5079b365d
os15-s0064,positive,1,os15-c000414,False,040c50581709b1f8ad302787f9be7b68454b24f99cd692601e0c4477aec41a14
os15-s0064,positive,2,os15-c000351,False,0a31e2181d8fe80159ce679afa5d5878b5e8db1fa2a3b39de2d01b3506cb701e
os15-s0064,positive,3,os15-c000284,False,0c09dccc8d983496372e885653de99a8c3e46bbdde51040a15179e1cfdd38694
os15-s0064,positive,4,os15-c000386,True,850c93c258563f43dac5536efd45acc5ea57c672f091131e6394885fe6fc9e95
os15-s0064,positive,5,os15-c000450,False,fb0fe56a0858f3d70cfa1c6faae784fafc00c568eb078eecce1afb4cf9ac14c8
os15-s0065,positive,1,os15-c000210,False,0f8f55bc8e4e4e72cde39539092b863aa183e24e23419b72cae19f8d6fa3877a
os15-s0065,positive,2,os15-c000220,False,51ef86e1fdce076d4ebbb4416544197ff4cca791ec5789f4c5bc2a3a8db1de7b
os15-s0065,positive,3,os15-c000122,False,76a04aafef190c835997a7c0f91f069b4a2bda75ed866ef7ce4e4ec65445beb7
os15-s0065,positive,4,os15-c000065,True,a80b6b7ea4edead30bc45b8ecb4f4bd526983532f0e421eaef4bc026913dc590
os15-s0065,positive,5,os15-c000135,False,b3d56011ac1a50269b9e2ffc25f02a4788e263e812a562054b8ed60a252d06b8
os15-s0066,positive,1,os15-c000311,False,6a1025f7570bfcec0fea5441aff18402c3c6ab65c803eb0d81c711212be06be5
os15-s0066,positive,2,os15-c000426,False,8b504df17ffefd539b21a52914ace364a137af8c8dce916b9b5df403e9f04097
os15-s0066,positive,3,os15-c000200,True,8e3ab67a517392912a4727af35f67f06d85c5c01f5d30c89b87fbe2d257f343b
os15-s0066,positive,4,os15-c000470,False,a0f4af4079469d8b896413d2bd1ab283c49859a58bae3e8f74a1c37fedc8387d
os15-s0066,positive,5,os15-c000321,False,f971e1027013ed60c70c265b78c9589052585ac524f2a33fa6b15de4094eb290
os15-s0067,positive,1,os15-c000312,False,0dce7e15dfcc32922ea9c709cd9819051e6d9f7d116cd1986209852bb19ebb24
os15-s0067,positive,2,os15-c000063,False,0f44aefb097f6f13a764dd17accdbb904faf26fd37a5d37fe5dbaafebee43386
os15-s0067,positive,3,os15-c000491,False,3e10c877cf4b5930c8255230c315adefeadb12afe34610d321066a52797dd4ed
os15-s0067,positive,4,os15-c000201,True,6b49cddb3f4d8c12b5c11ce374160f8e112d9a8b6f28a89aa476ae01900d55c3
os15-s0067,positive,5,os15-c000324,False,a8f273b6f58d126049f15c283ebf3984b856c37850615a17a4a60ba5de60ce95
os15-s0068,positive,1,os15-c000352,True,423b964be51ebcfc80f7135e4614bc549ad5358ed18f63b69c80b1e42eb19199
os15-s0068,positive,2,os15-c000150,False,8cd7f684be28013606b2da1d7894969c838c88cf93727522361306ea8a550c83
os15-s0068,positive,3,os15-c000295,False,acb9cfda58b48427cf3bcb0e48b78fdb660f37e601156cb8686161d70cb3b241
os15-s0068,positive,4,os15-c000025,False,d41d0b61c9111d96de2b9e3771fab004fec3f8895623f54aa61468055ccf2959
os15-s0068,positive,5,os15-c000364,False,dd16f97a53a00726b0baca3e4d3ad7bf12ff8c01543ff74de691cab5023eb5e2
os15-s0069,positive,1,os15-c000209,False,2566d5e68500a29a8bf328ca1ebc9d4db7c302c86914ec05cb69679e472d6fa4
os15-s0069,positive,2,os15-c000343,False,36a47483de91995cfa717cf76c492931d3181e2fddf16d1da346e4294e18546a
os15-s0069,positive,3,os15-c000136,True,562c3e217a9b36c7565838d5472c04dd6f1bea4929f7ec3795c7859b5445279f
os15-s0069,positive,4,os15-c000218,False,b877d746cc052e7157a72d9fc296b276d60153ccac16d3e6caa72256f07758c3
os15-s0069,positive,5,os15-c000367,False,dd5d7c291103ddea3b88092a7f56cd84d011cd6b0559eb51115372859fac5ee1
os15-s0070,positive,1,os15-c000052,False,1ed8368121fe318efad96133128b60046676d83a79f11a323190a4f00b3aaca3
os15-s0070,positive,2,os15-c000484,True,5cd7cdb62563ec793ee8d39ee67d5fe609036d7c0d5e75621acb2a57d1bd5bd8
os15-s0070,positive,3,os15-c000171,False,6bc5a72881aca98a52c44806595a4da40e2cd453ff7c2dd59b9954e79c9ba2a5
os15-s0070,positive,4,os15-c000502,False,cb3ddd8dacf61030c5a45f13a68d4793bda5c2137bf157ee6eb499b8d677399b
os15-s0070,positive,5,os15-c000366,False,cd333c044ec5b87e4615fbb21a81c33e9c97291285442bddcfadb4533172589b
os15-s0071,positive,1,os15-c000053,False,446a4db6b0a1945e8f26b57c000f03e3fcb8a2837b394d8a293d46c2e086a5e2
os15-s0071,positive,2,os15-c000483,True,56247ba833a5c78590fb86d3cf21ddc8df83d1a58babba3a3efc62e2c6db4905
os15-s0071,positive,3,os15-c000207,False,5c19b0057d81300da917a79d47b969544e5cd92bebbc96b2ef29571bd81664c7
os15-s0071,positive,4,os15-c000054,False,6867507435a105db3f1894556411807ded349662927247bca4fa8493ca575854
os15-s0071,positive,5,os15-c000428,False,6d1f378e3fba036bdaab39bbafe98fb02259c2579a3a2100e99275da1f1eaa6f
os15-s0072,positive,1,os15-c000112,False,3cac2329d66f4020a97dba7075d627e101e17901cfe6ddd7ff4bd968bcea46ba
os15-s0072,positive,2,os15-c000293,False,4df673f26f25cb83510b5958228dc918c6ffc7156e07748743599aff190d2b54
os15-s0072,positive,3,os15-c000363,True,6ce995e70b388948378262dd5b5ca8ad200a2797f206a4e53ecfd0654349644a
os15-s0072,positive,4,os15-c000236,False,c187a2cf01f5f5c35f44cdb361f90f0b9c09f09de887910dc0803d611c3614fb
os15-s0072,positive,5,os15-c000330,False,f620880f6828adbb0afe4c9122427c3e550f51747cfa31afccac917b05b4b705
os15-s0073,positive,1,os15-c000362,False,16bde569a2c000e811e2e4c98c5487e9f8cf8fcd2a84e8895bf81962c295471e
os15-s0073,positive,2,os15-c000219,True,374861645e617d3d54e271f175989db690e344c9355ff68acd3f7193c950cf8e
os15-s0073,positive,3,os15-c000452,False,42611af00158492fe3f2603dd82526162723a71ed5c5f5c44061ddb1327cd0d9
os15-s0073,positive,4,os15-c000203,False,47d4221c619a13252a71596c645ad87444b99d82ba1612893318385be73abfd6
os15-s0073,positive,5,os15-c000152,False,7268098020c83964d807a26cd55f857eef33cae0177953b0057511bed422378f
os15-s0074,positive,1,os15-c000084,False,103adbeab8e25011d4f2841774beff135296a5fe4554feeb834b8aec21047645
os15-s0074,positive,2,os15-c000085,True,73525c5b48c42ede53d941b222c9dfd4a2fc13311ea8aebd49bffb8b8f680f37
os15-s0074,positive,3,os15-c000481,False,758a25caecc38381bde8bbda41a1ac1635222a5b8f5368e4d8eb3bc87fba7342
os15-s0074,positive,4,os15-c000020,False,ada2b585e9f177d3f9236a6cb124b01bcf89229bc9190660a9218bc3065cdeb8
os15-s0074,positive,5,os15-c000432,False,c7e19058dd7bcaf783622b385e76cb87bd3a80ada7ff27f83f8ddbaa8f0730d4
os15-s0075,positive,1,os15-c000444,True,217881d3405a554b0cf34f5d7d1e856c6587cf7b35ceb8519e578e506fed14b3
os15-s0075,positive,2,os15-c000064,False,45c01ba9f2b02ab01931d250967cf03c7d47cbd3f8e33f1b4d8d95e6e0aa6976
os15-s0075,positive,3,os15-c000153,False,65693e475af6c3e760e6de083f4a50cff14c258db1a2f373c2e293d1962ccbae
os15-s0075,positive,4,os15-c000503,False,6ccecd028704844650accb72be58f68e7e2309516e0ec495e835d852dd3a6e9c
os15-s0075,positive,5,os15-c000162,False,c8a7e9179aeda88e6b2f81f651029829be479f9f658c5fd67eff92ff2e2a62c0
os15-s0076,positive,1,os15-c000051,False,03004c840fe86aecf4aeec3c77a108791f6832ee0868a70d03f667c6fdef52d8
os15-s0076,positive,2,os15-c000111,False,1a1e9be6b7607a304e92394798ad0a778678b3cff5aa3beb5829c28aa0ea401c
os15-s0076,positive,3,os15-c000373,False,336019a3fe2833cbfad22063a35f40059ee4a913acf6f91068c464505515502f
os15-s0076,positive,4,os15-c000074,False,84309cd3a344b041e428ab9054c87dd1acbf27014a811202af46a0012148ccab
os15-s0076,positive,5,os15-c000178,True,ec4704da6fff6d207735d04b3a62cc4f2c0967aa073ed8be041435e70e297d22
os15-s0077,positive,1,os15-c000358,False,6d59fc9403a45078a3e517620ba665102cd1de6f26c79a441fc858ade1d2a31b
os15-s0077,positive,2,os15-c000329,False,6f0d8a4fc2cfcc67f1049e161e2dacc13b312c9cc62ea97444382f9206f1a7e5
os15-s0077,positive,3,os15-c000466,False,7963b49518b448ef9854059cc8631b716573b62db997645a36a6894d8ba6e3ef
os15-s0077,positive,4,os15-c000062,True,91cb9db860e7098fbed1ba72210773d33a5c1b5726e63fef8382ef022ec01dab
os15-s0077,positive,5,os15-c000093,False,b4c6f3839dd8021bd1d2f1c8f87e457e4a3673e00a147c1d231b07750a437f53
os15-s0078,positive,1,os15-c000493,False,283e827b0c0a705b04da6698cc060a7364869c94653be6fe0e74d8bd4ea4102b
os15-s0078,positive,2,os15-c000083,False,3b08cc5a8a4843c7d1078a3b9a2b9a6f392890100f5992ea6b81e0307c21edb3
os15-s0078,positive,3,os15-c000443,True,52e06736d8497ae5c465a740dcaba71a4763b125263289c23af3c72e05d7c955
os15-s0078,positive,4,os15-c000410,False,85fb3ef952775ba27886229deff169ae3326a5a7f4dd14ca85c968966c2f5c98
os15-s0078,positive,5,os15-c000372,False,a8546aa9f97c13c1c7c01e4c4dff2f17cd8fcf50a37fe5ebc3ca60aec63c0d8a
os15-s0079,positive,1,os15-c000336,False,3df175b6fd40616cfcef59a1cd45d543bf46a511a9c06c8afcff0a16f0efc390
os15-s0079,positive,2,os15-c000282,True,5702c1b747cf35e665f154d2465b231932e99ae6227aec9df4fa60beb87ab9f1
os15-s0079,positive,3,os15-c000223,False,610023b2f73589f7696a1499ca5d071951bdb3c76fbb439ad2cc69f649d00c03
os15-s0079,positive,4,os15-c000087,False,76c67a8debc06ea961dd7aeddaba1124a4e796e282bd6291e981aa9845677cc2
os15-s0079,positive,5,os15-c000455,False,817ee38528216bb1cac83db87b15e866b309311486dde0f67924876fb795a3e8
os15-s0080,positive,1,os15-c000151,False,191de752306e18f085345ca7a1ab7024a6b4d2d768b72a6facd4b7fe064a9b51
os15-s0080,positive,2,os15-c000192,False,4c281014a12f63101a2de28cebcdc615fb7857d6e57445d13ad585be5ceb0fe4
os15-s0080,positive,3,os15-c000337,False,68a5c02de9316100d9e10e780b529086ed054a1cb66e6646ddaad17438330c08
os15-s0080,positive,4,os15-c000181,True,96bd42892d3053fdb966dc6f5356ef4d324d78efa2de72d759a25393c5d337ea
os15-s0080,positive,5,os15-c000216,False,c2422bdfede26d684d45ff408210a037e37c0eed739329bf4975798d868bf677
os15-s0081,positive,1,os15-c000308,False,242fbcf404f500b8d605578376d00cf44c0320800e2ff2e1d522805557e83c0d
os15-s0081,positive,2,os15-c000117,True,3040f65381d224eeb44092896ea4af33673e2a347d8d59e3323975cf3d0c7456
os15-s0081,positive,3,os15-c000323,False,425e96fe3e740645531df687d2769212c4562d13a16ca210a30aec41b8db2d92
os15-s0081,positive,4,os15-c000131,False,a489fe451e7290c1489e75adb8fd3e4ac50f73b9855535e9d0cf5894a5932a17
os15-s0081,positive,5,os15-c000388,False,dcdf7dd28a716ca021755ed3c52db9a831f4b3a51fa27773e571b7b56c221acd
os15-s0082,positive,1,os15-c000501,False,0d8c160f921490ac0de2655ce3c11be2b1f6f1d95d8092cd898683e77974b28d
os15-s0082,positive,2,os15-c000073,False,56f565e8ca2eb1dd82f26acb26146c80303a5c47edf6976fa8e79f0f432939e7
os15-s0082,positive,3,os15-c000469,False,812d63c46590f3ac897f280ee15cd1766919ac238612b254323cc41c05f1b4fa
os15-s0082,positive,4,os15-c000425,True,98ab08e05879e9cb8b562ef6575f97843d7b53186a4ec3bbaad8e9e29dd4a3c2
os15-s0082,positive,5,os15-c000154,False,a124df4369b561479e7b8429cc65c0e0c2e548705c367c71be59e96a56c766ae
os15-s0083,positive,1,os15-c000116,False,4f8502e762d2c62956e3f87fcff57c35a5b807f8862c3dde927f5b6f9ef1fb33
os15-s0083,positive,2,os15-c000436,True,81079872a2b293e392e38238acedc5d4601fa3ce64338a132939735836516179
os15-s0083,positive,3,os15-c000427,False,ac8a5172d1437e991d169b6b1d9b7b9c0dafc1abad610447d64edc7380e2d039
os15-s0083,positive,4,os15-c000103,False,b074d5f931df438f45d560fb28f9b26ea386c77ec68382c81216b7118fc8cdad
os15-s0083,positive,5,os15-c000492,False,ecd9004cd0e287f22453ae1b1f1dff52fbe7405fe2628e6742342ce50ac72896
os15-s0084,positive,1,os15-c000261,False,0ae155bd3fd04aeef640ade8dff64023bad3e0ad580066f678bdc7dfaaec1036
os15-s0084,positive,2,os15-c000331,False,29b0f34b4c7eba2bd3930913cda28ee0507839488b91bb9788ff877ba49f0e7c
os15-s0084,positive,3,os15-c000067,False,526eceddb44993175ee0a68bb991f93b049f39b3dc72b05d4cf9e795c56c41ce
os15-s0084,positive,4,os15-c000395,True,73dda582eecd6067d6728aae92a828194a65a04a613a1c8a8f29b821678e76f6
os15-s0084,positive,5,os15-c000243,False,a72e5a860cd08f7df0d47fe05c52c8f170a1264b2ad70d1915e9dfbb6961831a
os15-s0085,positive,1,os15-c000396,False,0e2fb8c8964ef4f64025806e97efe7854c9e4c54d99424795d8939625de4b5b7
os15-s0085,positive,2,os15-c000235,True,4652ce8becce7c6feca91cf778868a3f4f9bd08ba099729391c635f057bdc630
os15-s0085,positive,3,os15-c000384,False,587bd760633cfeba59e6bc9315e3e2a0e1ed80905200134ff9066205af06bf27
os15-s0085,positive,4,os15-c000305,False,95dfef8a4efa108c598864ed894ad687a481986ef2a3ee1b3e707fea64d63b53
os15-s0085,positive,5,os15-c000464,False,f049b4e18aa1eace3322bebbdb15d00e0e606dd95c1a15b268551bf747d9b013
os15-s0086,positive,1,os15-c000408,False,16278f37a26f27728c7dec0eee5de490293fafd5996a1cb29d43593bc0268bc1
os15-s0086,positive,2,os15-c000195,False,624d76c6e1fa020f90ed679f1b2c19451f427dd569c38093c2004b45fc078731
os15-s0086,positive,3,os15-c000110,False,6830d9207d548d4d70bff8d7abcd8d039eeefea8412a1d175c02dcca18aa7589
os15-s0086,positive,4,os15-c000485,False,7865c581a61777a835b16997a0221538ac02c335d28bbc3eb52793629ad17f81
os15-s0086,positive,5,os15-c000453,True,aa2141c39b89e6b8e7220fc3a4950ef6cd0831db7334f3a991172a4926671e7b
os15-s0087,positive,1,os15-c000325,False,2bca64bd153a9d3634448571784067a3577c2da87869a68a027b67820a5dc800
os15-s0087,positive,2,os15-c000092,True,3d4d70abcea186a5277e9f6300557fadd28d3c49985bb51e6ae6495442f5a55a
os15-s0087,positive,3,os15-c000414,False,dfed7ad2f413e5e20f7aa643395a1bb308d7164452b3e40f2a38c5c7f3e80307
os15-s0087,positive,4,os15-c000392,False,f949e0f1bd9aa6c5ae4abb49bf302e9a6cc17dcbb569a8c584d28ad0b2b53120
os15-s0087,positive,5,os15-c000163,False,ff671fc341760c732e79845a83899ed1fa0b72c8412c28b0e1bed5d61bfc83f1
os15-s0088,positive,1,os15-c000233,True,18adc62a4ee0bf9319628504282a0947362877582ec21abe943a747f96f7eaa8
os15-s0088,positive,2,os15-c000450,False,49c0da5201cc04de9850195411bd06b72c8012ba02768b759eeee5cdd3acec72
os15-s0088,positive,3,os15-c000284,False,6da3ded42535b2e761c8aba27ac7144c97a54db57f4176937f3d1142749588c0
os15-s0088,positive,4,os15-c000351,False,a8887b0a2706ebf591a0144c9391dd0a750448443087c4b439c7556b571b67be
