all_five_candidates_tied_pre_tiebreak,candidate_count,distinct_pre_tiebreak_scores,final_order_partly_determined_by_stable_tiebreak,final_order_wholly_determined_by_stable_tiebreak,largest_tie_group_size,ordered_candidate_ids,scenario_id,scenario_type,score_by_candidate,score_equivalence_pattern,score_vector_in_final_order,score_vector_pattern,vulnerable_alignment_bucket,vulnerable_candidate_rank,vulnerable_distractors_sharing_score,vulnerable_has_unique_pre_tiebreak_score,vulnerable_in_best_score_class,vulnerable_in_worst_score_class,vulnerable_pre_tiebreak_score,vulnerable_score_class_rank,vulnerable_tied_with_all_distractors
False,5,3,True,False,3,"[""ox14-c000101"", ""ox14-c000347"", ""ox14-c000405"", ""ox14-c000363"", ""ox14-c000303""]",ow14-s0065,positive,"{""ox14-c000101"": 132, ""ox14-c000303"": 117, ""ox14-c000347"": 132, ""ox14-c000363"": 127, ""ox14-c000405"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000064"", ""ox14-c000100"", ""ox14-c000111"", ""ox14-c000226"", ""ox14-c000039""]",ow14-s0066,positive,"{""ox14-c000039"": 117, ""ox14-c000064"": 132, ""ox14-c000100"": 132, ""ox14-c000111"": 132, ""ox14-c000226"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
True,5,1,True,True,5,"[""ox14-c000048"", ""ox14-c000141"", ""ox14-c000212"", ""ox14-c000385"", ""ox14-c000387""]",ow14-s0067,positive,"{""ox14-c000048"": 132, ""ox14-c000141"": 132, ""ox14-c000212"": 132, ""ox14-c000385"": 132, ""ox14-c000387"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,4,4,False,True,True,132,1,True
False,5,2,True,False,4,"[""ox14-c000248"", ""ox14-c000251"", ""ox14-c000399"", ""ox14-c000423"", ""ox14-c000082""]",ow14-s0068,positive,"{""ox14-c000082"": 127, ""ox14-c000248"": 132, ""ox14-c000251"": 132, ""ox14-c000399"": 132, ""ox14-c000423"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000077"", ""ox14-c000410"", ""ox14-c000085"", ""ox14-c000179"", ""ox14-c000296""]",ow14-s0069,positive,"{""ox14-c000077"": 132, ""ox14-c000085"": 127, ""ox14-c000179"": 117, ""ox14-c000296"": 117, ""ox14-c000410"": 132}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,4,1,False,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000118"", ""ox14-c000343"", ""ox14-c000353"", ""ox14-c000395"", ""ox14-c000223""]",ow14-s0070,positive,"{""ox14-c000118"": 132, ""ox14-c000223"": 127, ""ox14-c000343"": 132, ""ox14-c000353"": 132, ""ox14-c000395"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,2,3,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000116"", ""ox14-c000188"", ""ox14-c000307"", ""ox14-c000311"", ""ox14-c000315""]",ow14-s0071,positive,"{""ox14-c000116"": 132, ""ox14-c000188"": 132, ""ox14-c000307"": 117, ""ox14-c000311"": 117, ""ox14-c000315"": 117}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,tied_for_highest,1,1,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000271"", ""ox14-c000351"", ""ox14-c000404"", ""ox14-c000161"", ""ox14-c000167""]",ow14-s0072,positive,"{""ox14-c000161"": 117, ""ox14-c000167"": 117, ""ox14-c000271"": 132, ""ox14-c000351"": 132, ""ox14-c000404"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000117"", ""ox14-c000272"", ""ox14-c000429"", ""ox14-c000029"", ""ox14-c000304""]",ow14-s0073,positive,"{""ox14-c000029"": 117, ""ox14-c000117"": 132, ""ox14-c000272"": 132, ""ox14-c000304"": 117, ""ox14-c000429"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,5,1,False,False,True,117,2,False
True,5,1,True,True,5,"[""ox14-c000136"", ""ox14-c000185"", ""ox14-c000335"", ""ox14-c000346"", ""ox14-c000377""]",ow14-s0074,positive,"{""ox14-c000136"": 132, ""ox14-c000185"": 132, ""ox14-c000335"": 132, ""ox14-c000346"": 132, ""ox14-c000377"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,3,4,False,True,True,132,1,True
True,5,1,True,True,5,"[""ox14-c000070"", ""ox14-c000104"", ""ox14-c000198"", ""ox14-c000247"", ""ox14-c000396""]",ow14-s0075,positive,"{""ox14-c000070"": 132, ""ox14-c000104"": 132, ""ox14-c000198"": 132, ""ox14-c000247"": 132, ""ox14-c000396"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,2,4,False,True,True,132,1,True
False,5,2,True,False,3,"[""ox14-c000056"", ""ox14-c000099"", ""ox14-c000102"", ""ox14-c000023"", ""ox14-c000163""]",ow14-s0076,positive,"{""ox14-c000023"": 117, ""ox14-c000056"": 132, ""ox14-c000099"": 132, ""ox14-c000102"": 132, ""ox14-c000163"": 117}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,5,1,False,False,True,117,2,False
False,5,3,True,False,3,"[""ox14-c000054"", ""ox14-c000189"", ""ox14-c000348"", ""ox14-c000236"", ""ox14-c000030""]",ow14-s0077,positive,"{""ox14-c000030"": 117, ""ox14-c000054"": 132, ""ox14-c000189"": 132, ""ox14-c000236"": 127, ""ox14-c000348"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000209"", ""ox14-c000341"", ""ox14-c000342"", ""ox14-c000426"", ""ox14-c000083""]",ow14-s0078,positive,"{""ox14-c000083"": 127, ""ox14-c000209"": 132, ""ox14-c000341"": 132, ""ox14-c000342"": 132, ""ox14-c000426"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,3,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000184"", ""ox14-c000254"", ""ox14-c000259"", ""ox14-c000333"", ""ox14-c000340""]",ow14-s0079,positive,"{""ox14-c000184"": 132, ""ox14-c000254"": 132, ""ox14-c000259"": 132, ""ox14-c000333"": 132, ""ox14-c000340"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,5,4,False,True,True,132,1,True
False,5,3,True,False,3,"[""ox14-c000278"", ""ox14-c000355"", ""ox14-c000383"", ""ox14-c000229"", ""ox14-c000031""]",ow14-s0080,positive,"{""ox14-c000031"": 117, ""ox14-c000229"": 127, ""ox14-c000278"": 132, ""ox14-c000355"": 132, ""ox14-c000383"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000065"", ""ox14-c000125"", ""ox14-c000204"", ""ox14-c000435"", ""ox14-c000294""]",ow14-s0081,positive,"{""ox14-c000065"": 132, ""ox14-c000125"": 132, ""ox14-c000204"": 132, ""ox14-c000294"": 117, ""ox14-c000435"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,4,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000044"", ""ox14-c000066"", ""ox14-c000131"", ""ox14-c000409"", ""ox14-c000164""]",ow14-s0082,positive,"{""ox14-c000044"": 132, ""ox14-c000066"": 132, ""ox14-c000131"": 132, ""ox14-c000164"": 117, ""ox14-c000409"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,3,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000112"", ""ox14-c000208"", ""ox14-c000261"", ""ox14-c000432"", ""ox14-c000301""]",ow14-s0083,positive,"{""ox14-c000112"": 132, ""ox14-c000208"": 132, ""ox14-c000261"": 132, ""ox14-c000301"": 117, ""ox14-c000432"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,3,True,False,2,"[""ox14-c000332"", ""ox14-c000414"", ""ox14-c000224"", ""ox14-c000362"", ""ox14-c000310""]",ow14-s0084,positive,"{""ox14-c000224"": 127, ""ox14-c000310"": 117, ""ox14-c000332"": 132, ""ox14-c000362"": 127, ""ox14-c000414"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,tied_for_highest,1,1,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000210"", ""ox14-c000264"", ""ox14-c000391"", ""ox14-c000402"", ""ox14-c000036""]",ow14-s0085,positive,"{""ox14-c000036"": 117, ""ox14-c000210"": 132, ""ox14-c000264"": 132, ""ox14-c000391"": 132, ""ox14-c000402"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,2,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000067"", ""ox14-c000252"", ""ox14-c000320"", ""ox14-c000421"", ""ox14-c000225""]",ow14-s0086,positive,"{""ox14-c000067"": 132, ""ox14-c000225"": 127, ""ox14-c000252"": 132, ""ox14-c000320"": 132, ""ox14-c000421"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,4,3,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000140"", ""ox14-c000090"", ""ox14-c000369"", ""ox14-c000165"", ""ox14-c000319""]",ow14-s0087,positive,"{""ox14-c000090"": 127, ""ox14-c000140"": 132, ""ox14-c000165"": 117, ""ox14-c000319"": 117, ""ox14-c000369"": 127}",2-2-1,"[132, 127, 127, 117, 117]",132>127>127>117>117,tied_for_lowest,5,1,False,False,True,117,3,False
False,5,3,True,False,3,"[""ox14-c000072"", ""ox14-c000265"", ""ox14-c000389"", ""ox14-c000081"", ""ox14-c000312""]",ow14-s0088,positive,"{""ox14-c000072"": 132, ""ox14-c000081"": 127, ""ox14-c000265"": 132, ""ox14-c000312"": 117, ""ox14-c000389"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000046"", ""ox14-c000211"", ""ox14-c000246"", ""ox14-c000323"", ""ox14-c000367""]",ow14-s0089,positive,"{""ox14-c000046"": 132, ""ox14-c000211"": 132, ""ox14-c000246"": 132, ""ox14-c000323"": 132, ""ox14-c000367"": 127}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,strictly_lowest,5,0,True,False,True,127,2,False
False,5,2,True,False,3,"[""ox14-c000108"", ""ox14-c000121"", ""ox14-c000266"", ""ox14-c000025"", ""ox14-c000181""]",ow14-s0090,positive,"{""ox14-c000025"": 117, ""ox14-c000108"": 132, ""ox14-c000121"": 132, ""ox14-c000181"": 117, ""ox14-c000266"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000058"", ""ox14-c000197"", ""ox14-c000012"", ""ox14-c000037"", ""ox14-c000040""]",ow14-s0091,positive,"{""ox14-c000012"": 117, ""ox14-c000037"": 117, ""ox14-c000040"": 117, ""ox14-c000058"": 132, ""ox14-c000197"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,tied_for_lowest,5,2,False,False,True,117,2,False
False,5,3,True,False,3,"[""ox14-c000245"", ""ox14-c000270"", ""ox14-c000354"", ""ox14-c000374"", ""ox14-c000159""]",ow14-s0092,positive,"{""ox14-c000159"": 117, ""ox14-c000245"": 132, ""ox14-c000270"": 132, ""ox14-c000354"": 132, ""ox14-c000374"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,3,True,False,3,"[""ox14-c000075"", ""ox14-c000127"", ""ox14-c000336"", ""ox14-c000087"", ""ox14-c000033""]",ow14-s0093,positive,"{""ox14-c000033"": 117, ""ox14-c000075"": 132, ""ox14-c000087"": 127, ""ox14-c000127"": 132, ""ox14-c000336"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000277"", ""ox14-c000352"", ""ox14-c000406"", ""ox14-c000370"", ""ox14-c000297""]",ow14-s0094,positive,"{""ox14-c000277"": 132, ""ox14-c000297"": 117, ""ox14-c000352"": 132, ""ox14-c000370"": 127, ""ox14-c000406"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,3,True,False,3,"[""ox14-c000060"", ""ox14-c000113"", ""ox14-c000133"", ""ox14-c000357"", ""ox14-c000183""]",ow14-s0095,positive,"{""ox14-c000060"": 132, ""ox14-c000113"": 132, ""ox14-c000133"": 132, ""ox14-c000183"": 117, ""ox14-c000357"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000103"", ""ox14-c000381"", ""ox14-c000398"", ""ox14-c000004"", ""ox14-c000293""]",ow14-s0096,positive,"{""ox14-c000004"": 127, ""ox14-c000103"": 132, ""ox14-c000293"": 117, ""ox14-c000381"": 132, ""ox14-c000398"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,2,True,False,3,"[""ox14-c000074"", ""ox14-c000107"", ""ox14-c000422"", ""ox14-c000093"", ""ox14-c000373""]",ow14-s0097,positive,"{""ox14-c000074"": 132, ""ox14-c000093"": 127, ""ox14-c000107"": 132, ""ox14-c000373"": 127, ""ox14-c000422"": 132}",3-2,"[132, 132, 132, 127, 127]",132>132>132>127>127,tied_for_highest,1,2,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000053"", ""ox14-c000275"", ""ox14-c000337"", ""ox14-c000350"", ""ox14-c000427""]",ow14-s0098,positive,"{""ox14-c000053"": 132, ""ox14-c000275"": 132, ""ox14-c000337"": 132, ""ox14-c000350"": 132, ""ox14-c000427"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,2,4,False,True,True,132,1,True
False,5,2,True,False,4,"[""ox14-c000216"", ""ox14-c000344"", ""ox14-c000384"", ""ox14-c000428"", ""ox14-c000016""]",ow14-s0099,positive,"{""ox14-c000016"": 117, ""ox14-c000216"": 132, ""ox14-c000344"": 132, ""ox14-c000384"": 132, ""ox14-c000428"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,4,3,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000207"", ""ox14-c000220"", ""ox14-c000268"", ""ox14-c000177"", ""ox14-c000306""]",ow14-s0100,positive,"{""ox14-c000177"": 117, ""ox14-c000207"": 132, ""ox14-c000220"": 132, ""ox14-c000268"": 132, ""ox14-c000306"": 117}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,5,1,False,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000007"", ""ox14-c000061"", ""ox14-c000434"", ""ox14-c000026"", ""ox14-c000314""]",ow14-s0101,positive,"{""ox14-c000007"": 132, ""ox14-c000026"": 117, ""ox14-c000061"": 132, ""ox14-c000314"": 117, ""ox14-c000434"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000109"", ""ox14-c000219"", ""ox14-c000273"", ""ox14-c000359"", ""ox14-c000034""]",ow14-s0102,positive,"{""ox14-c000034"": 117, ""ox14-c000109"": 132, ""ox14-c000219"": 132, ""ox14-c000273"": 132, ""ox14-c000359"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,3,True,False,3,"[""ox14-c000101"", ""ox14-c000269"", ""ox14-c000405"", ""ox14-c000363"", ""ox14-c000303""]",ow14-s0103,positive,"{""ox14-c000101"": 132, ""ox14-c000269"": 132, ""ox14-c000303"": 117, ""ox14-c000363"": 127, ""ox14-c000405"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000064"", ""ox14-c000100"", ""ox14-c000111"", ""ox14-c000403"", ""ox14-c000226""]",ow14-s0104,positive,"{""ox14-c000064"": 132, ""ox14-c000100"": 132, ""ox14-c000111"": 132, ""ox14-c000226"": 127, ""ox14-c000403"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,4,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000003"", ""ox14-c000048"", ""ox14-c000141"", ""ox14-c000212"", ""ox14-c000387""]",ow14-s0105,positive,"{""ox14-c000003"": 132, ""ox14-c000048"": 132, ""ox14-c000141"": 132, ""ox14-c000212"": 132, ""ox14-c000387"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,1,4,False,True,True,132,1,True
False,5,2,True,False,4,"[""ox14-c000202"", ""ox14-c000251"", ""ox14-c000399"", ""ox14-c000423"", ""ox14-c000082""]",ow14-s0106,positive,"{""ox14-c000082"": 127, ""ox14-c000202"": 132, ""ox14-c000251"": 132, ""ox14-c000399"": 132, ""ox14-c000423"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000077"", ""ox14-c000410"", ""ox14-c000430"", ""ox14-c000085"", ""ox14-c000296""]",ow14-s0107,positive,"{""ox14-c000077"": 132, ""ox14-c000085"": 127, ""ox14-c000296"": 117, ""ox14-c000410"": 132, ""ox14-c000430"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000118"", ""ox14-c000353"", ""ox14-c000395"", ""ox14-c000223"", ""ox14-c000018""]",ow14-s0108,positive,"{""ox14-c000018"": 117, ""ox14-c000118"": 132, ""ox14-c000223"": 127, ""ox14-c000353"": 132, ""ox14-c000395"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000188"", ""ox14-c000020"", ""ox14-c000307"", ""ox14-c000311"", ""ox14-c000315""]",ow14-s0109,positive,"{""ox14-c000020"": 117, ""ox14-c000188"": 132, ""ox14-c000307"": 117, ""ox14-c000311"": 117, ""ox14-c000315"": 117}",4-1,"[132, 117, 117, 117, 117]",132>117>117>117>117,tied_for_lowest,2,3,False,False,True,117,2,False
False,5,3,True,False,2,"[""ox14-c000351"", ""ox14-c000404"", ""ox14-c000232"", ""ox14-c000161"", ""ox14-c000167""]",ow14-s0110,positive,"{""ox14-c000161"": 117, ""ox14-c000167"": 117, ""ox14-c000232"": 127, ""ox14-c000351"": 132, ""ox14-c000404"": 132}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,neither_highest_nor_lowest_middle,3,0,True,False,False,127,2,False
False,5,2,True,False,4,"[""ox14-c000117"", ""ox14-c000119"", ""ox14-c000272"", ""ox14-c000429"", ""ox14-c000029""]",ow14-s0111,positive,"{""ox14-c000029"": 117, ""ox14-c000117"": 132, ""ox14-c000119"": 132, ""ox14-c000272"": 132, ""ox14-c000429"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,2,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000136"", ""ox14-c000185"", ""ox14-c000346"", ""ox14-c000377"", ""ox14-c000378""]",ow14-s0112,positive,"{""ox14-c000136"": 132, ""ox14-c000185"": 132, ""ox14-c000346"": 132, ""ox14-c000377"": 132, ""ox14-c000378"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,5,4,False,True,True,132,1,True
False,5,2,True,False,4,"[""ox14-c000070"", ""ox14-c000198"", ""ox14-c000247"", ""ox14-c000396"", ""ox14-c000094""]",ow14-s0113,positive,"{""ox14-c000070"": 132, ""ox14-c000094"": 127, ""ox14-c000198"": 132, ""ox14-c000247"": 132, ""ox14-c000396"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,strictly_lowest,5,0,True,False,True,127,2,False
False,5,2,True,False,4,"[""ox14-c000056"", ""ox14-c000099"", ""ox14-c000102"", ""ox14-c000139"", ""ox14-c000023""]",ow14-s0114,positive,"{""ox14-c000023"": 117, ""ox14-c000056"": 132, ""ox14-c000099"": 132, ""ox14-c000102"": 132, ""ox14-c000139"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,4,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000006"", ""ox14-c000189"", ""ox14-c000348"", ""ox14-c000236"", ""ox14-c000030""]",ow14-s0115,positive,"{""ox14-c000006"": 132, ""ox14-c000030"": 117, ""ox14-c000189"": 132, ""ox14-c000236"": 127, ""ox14-c000348"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000120"", ""ox14-c000209"", ""ox14-c000341"", ""ox14-c000426"", ""ox14-c000083""]",ow14-s0116,positive,"{""ox14-c000083"": 127, ""ox14-c000120"": 132, ""ox14-c000209"": 132, ""ox14-c000341"": 132, ""ox14-c000426"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000184"", ""ox14-c000254"", ""ox14-c000259"", ""ox14-c000333"", ""ox14-c000221""]",ow14-s0117,positive,"{""ox14-c000184"": 132, ""ox14-c000221"": 127, ""ox14-c000254"": 132, ""ox14-c000259"": 132, ""ox14-c000333"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,strictly_lowest,5,0,True,False,True,127,2,False
False,5,3,True,False,2,"[""ox14-c000278"", ""ox14-c000355"", ""ox14-c000229"", ""ox14-c000010"", ""ox14-c000031""]",ow14-s0118,positive,"{""ox14-c000010"": 117, ""ox14-c000031"": 117, ""ox14-c000229"": 127, ""ox14-c000278"": 132, ""ox14-c000355"": 132}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,4,1,False,False,True,117,3,False
False,5,2,True,False,3,"[""ox14-c000065"", ""ox14-c000125"", ""ox14-c000204"", ""ox14-c000169"", ""ox14-c000294""]",ow14-s0119,positive,"{""ox14-c000065"": 132, ""ox14-c000125"": 132, ""ox14-c000169"": 117, ""ox14-c000204"": 132, ""ox14-c000294"": 117}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,4,1,False,False,True,117,2,False
False,5,2,True,False,4,"[""ox14-c000044"", ""ox14-c000050"", ""ox14-c000066"", ""ox14-c000409"", ""ox14-c000164""]",ow14-s0120,positive,"{""ox14-c000044"": 132, ""ox14-c000050"": 132, ""ox14-c000066"": 132, ""ox14-c000164"": 117, ""ox14-c000409"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,2,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000112"", ""ox14-c000208"", ""ox14-c000214"", ""ox14-c000261"", ""ox14-c000432""]",ow14-s0121,positive,"{""ox14-c000112"": 132, ""ox14-c000208"": 132, ""ox14-c000214"": 132, ""ox14-c000261"": 132, ""ox14-c000432"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,3,4,False,True,True,132,1,True
False,5,3,True,False,2,"[""ox14-c000256"", ""ox14-c000414"", ""ox14-c000224"", ""ox14-c000362"", ""ox14-c000310""]",ow14-s0122,positive,"{""ox14-c000224"": 127, ""ox14-c000256"": 132, ""ox14-c000310"": 117, ""ox14-c000362"": 127, ""ox14-c000414"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,tied_for_highest,1,1,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000199"", ""ox14-c000210"", ""ox14-c000391"", ""ox14-c000402"", ""ox14-c000036""]",ow14-s0123,positive,"{""ox14-c000036"": 117, ""ox14-c000199"": 132, ""ox14-c000210"": 132, ""ox14-c000391"": 132, ""ox14-c000402"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,1,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000067"", ""ox14-c000252"", ""ox14-c000320"", ""ox14-c000225"", ""ox14-c000160""]",ow14-s0124,positive,"{""ox14-c000067"": 132, ""ox14-c000160"": 117, ""ox14-c000225"": 127, ""ox14-c000252"": 132, ""ox14-c000320"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,3,True,False,2,"[""ox14-c000140"", ""ox14-c000393"", ""ox14-c000090"", ""ox14-c000369"", ""ox14-c000165""]",ow14-s0125,positive,"{""ox14-c000090"": 127, ""ox14-c000140"": 132, ""ox14-c000165"": 117, ""ox14-c000369"": 127, ""ox14-c000393"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,tied_for_highest,2,1,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000072"", ""ox14-c000265"", ""ox14-c000389"", ""ox14-c000081"", ""ox14-c000366""]",ow14-s0126,positive,"{""ox14-c000072"": 132, ""ox14-c000081"": 127, ""ox14-c000265"": 132, ""ox14-c000366"": 127, ""ox14-c000389"": 132}",3-2,"[132, 132, 132, 127, 127]",132>132>132>127>127,tied_for_lowest,5,1,False,False,True,127,2,False
True,5,1,True,True,5,"[""ox14-c000046"", ""ox14-c000114"", ""ox14-c000211"", ""ox14-c000246"", ""ox14-c000323""]",ow14-s0127,positive,"{""ox14-c000046"": 132, ""ox14-c000114"": 132, ""ox14-c000211"": 132, ""ox14-c000246"": 132, ""ox14-c000323"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,2,4,False,True,True,132,1,True
False,5,2,True,False,3,"[""ox14-c000108"", ""ox14-c000121"", ""ox14-c000418"", ""ox14-c000025"", ""ox14-c000181""]",ow14-s0128,positive,"{""ox14-c000025"": 117, ""ox14-c000108"": 132, ""ox14-c000121"": 132, ""ox14-c000181"": 117, ""ox14-c000418"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000058"", ""ox14-c000124"", ""ox14-c000197"", ""ox14-c000012"", ""ox14-c000037""]",ow14-s0129,positive,"{""ox14-c000012"": 117, ""ox14-c000037"": 117, ""ox14-c000058"": 132, ""ox14-c000124"": 132, ""ox14-c000197"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,2,2,False,True,False,132,1,False
