sequence,row_id,arm_id,representation_condition,scenario_id,trial_number,snapshot_path,candidate_test_budget,top_k,scored
1573,ow14-1-r01573,gpt_minimal,minimal,ow14-s0105,1,model-facing/minimal-candidate-snapshots/ow14-s0105.json,4,4,True
1574,ow14-1-r01574,gpt_enriched,enriched,ow14-s0105,1,model-facing/enriched-candidate-snapshots/ow14-s0105.json,4,4,True
1575,ow14-1-r01575,gpt_minimal,minimal,ow14-s0105,2,model-facing/minimal-candidate-snapshots/ow14-s0105.json,4,4,True
1576,ow14-1-r01576,gpt_enriched,enriched,ow14-s0105,2,model-facing/enriched-candidate-snapshots/ow14-s0105.json,4,4,True
1577,ow14-1-r01577,gpt_minimal,minimal,ow14-s0105,3,model-facing/minimal-candidate-snapshots/ow14-s0105.json,4,4,True
1578,ow14-1-r01578,gpt_enriched,enriched,ow14-s0105,3,model-facing/enriched-candidate-snapshots/ow14-s0105.json,4,4,True
1579,ow14-1-r01579,gpt_minimal,minimal,ow14-s0105,4,model-facing/minimal-candidate-snapshots/ow14-s0105.json,4,4,True
1580,ow14-1-r01580,gpt_enriched,enriched,ow14-s0105,4,model-facing/enriched-candidate-snapshots/ow14-s0105.json,4,4,True
1581,ow14-1-r01581,gpt_minimal,minimal,ow14-s0105,5,model-facing/minimal-candidate-snapshots/ow14-s0105.json,4,4,True
1582,ow14-1-r01582,gpt_enriched,enriched,ow14-s0105,5,model-facing/enriched-candidate-snapshots/ow14-s0105.json,4,4,True
1583,ow14-1-r01583,gpt_minimal,minimal,ow14-s0106,1,model-facing/minimal-candidate-snapshots/ow14-s0106.json,4,4,True
1584,ow14-1-r01584,gpt_enriched,enriched,ow14-s0106,1,model-facing/enriched-candidate-snapshots/ow14-s0106.json,4,4,True
1585,ow14-1-r01585,gpt_minimal,minimal,ow14-s0106,2,model-facing/minimal-candidate-snapshots/ow14-s0106.json,4,4,True
1586,ow14-1-r01586,gpt_enriched,enriched,ow14-s0106,2,model-facing/enriched-candidate-snapshots/ow14-s0106.json,4,4,True
1587,ow14-1-r01587,gpt_minimal,minimal,ow14-s0106,3,model-facing/minimal-candidate-snapshots/ow14-s0106.json,4,4,True
1588,ow14-1-r01588,gpt_enriched,enriched,ow14-s0106,3,model-facing/enriched-candidate-snapshots/ow14-s0106.json,4,4,True
1589,ow14-1-r01589,gpt_minimal,minimal,ow14-s0106,4,model-facing/minimal-candidate-snapshots/ow14-s0106.json,4,4,True
1590,ow14-1-r01590,gpt_enriched,enriched,ow14-s0106,4,model-facing/enriched-candidate-snapshots/ow14-s0106.json,4,4,True
1591,ow14-1-r01591,gpt_minimal,minimal,ow14-s0106,5,model-facing/minimal-candidate-snapshots/ow14-s0106.json,4,4,True
1592,ow14-1-r01592,gpt_enriched,enriched,ow14-s0106,5,model-facing/enriched-candidate-snapshots/ow14-s0106.json,4,4,True
1593,ow14-1-r01593,gpt_minimal,minimal,ow14-s0107,1,model-facing/minimal-candidate-snapshots/ow14-s0107.json,4,4,True
1594,ow14-1-r01594,gpt_enriched,enriched,ow14-s0107,1,model-facing/enriched-candidate-snapshots/ow14-s0107.json,4,4,True
1595,ow14-1-r01595,gpt_minimal,minimal,ow14-s0107,2,model-facing/minimal-candidate-snapshots/ow14-s0107.json,4,4,True
1596,ow14-1-r01596,gpt_enriched,enriched,ow14-s0107,2,model-facing/enriched-candidate-snapshots/ow14-s0107.json,4,4,True
1597,ow14-1-r01597,gpt_minimal,minimal,ow14-s0107,3,model-facing/minimal-candidate-snapshots/ow14-s0107.json,4,4,True
1598,ow14-1-r01598,gpt_enriched,enriched,ow14-s0107,3,model-facing/enriched-candidate-snapshots/ow14-s0107.json,4,4,True
1599,ow14-1-r01599,gpt_minimal,minimal,ow14-s0107,4,model-facing/minimal-candidate-snapshots/ow14-s0107.json,4,4,True
1600,ow14-1-r01600,gpt_enriched,enriched,ow14-s0107,4,model-facing/enriched-candidate-snapshots/ow14-s0107.json,4,4,True
1601,ow14-1-r01601,gpt_minimal,minimal,ow14-s0107,5,model-facing/minimal-candidate-snapshots/ow14-s0107.json,4,4,True
1602,ow14-1-r01602,gpt_enriched,enriched,ow14-s0107,5,model-facing/enriched-candidate-snapshots/ow14-s0107.json,4,4,True
1603,ow14-1-r01603,gpt_minimal,minimal,ow14-s0108,1,model-facing/minimal-candidate-snapshots/ow14-s0108.json,4,4,True
1604,ow14-1-r01604,gpt_enriched,enriched,ow14-s0108,1,model-facing/enriched-candidate-snapshots/ow14-s0108.json,4,4,True
1605,ow14-1-r01605,gpt_minimal,minimal,ow14-s0108,2,model-facing/minimal-candidate-snapshots/ow14-s0108.json,4,4,True
1606,ow14-1-r01606,gpt_enriched,enriched,ow14-s0108,2,model-facing/enriched-candidate-snapshots/ow14-s0108.json,4,4,True
1607,ow14-1-r01607,gpt_minimal,minimal,ow14-s0108,3,model-facing/minimal-candidate-snapshots/ow14-s0108.json,4,4,True
1608,ow14-1-r01608,gpt_enriched,enriched,ow14-s0108,3,model-facing/enriched-candidate-snapshots/ow14-s0108.json,4,4,True
1609,ow14-1-r01609,gpt_minimal,minimal,ow14-s0108,4,model-facing/minimal-candidate-snapshots/ow14-s0108.json,4,4,True
1610,ow14-1-r01610,gpt_enriched,enriched,ow14-s0108,4,model-facing/enriched-candidate-snapshots/ow14-s0108.json,4,4,True
1611,ow14-1-r01611,gpt_minimal,minimal,ow14-s0108,5,model-facing/minimal-candidate-snapshots/ow14-s0108.json,4,4,True
1612,ow14-1-r01612,gpt_enriched,enriched,ow14-s0108,5,model-facing/enriched-candidate-snapshots/ow14-s0108.json,4,4,True
1613,ow14-1-r01613,gpt_minimal,minimal,ow14-s0109,1,model-facing/minimal-candidate-snapshots/ow14-s0109.json,4,4,True
1614,ow14-1-r01614,gpt_enriched,enriched,ow14-s0109,1,model-facing/enriched-candidate-snapshots/ow14-s0109.json,4,4,True
1615,ow14-1-r01615,gpt_minimal,minimal,ow14-s0109,2,model-facing/minimal-candidate-snapshots/ow14-s0109.json,4,4,True
1616,ow14-1-r01616,gpt_enriched,enriched,ow14-s0109,2,model-facing/enriched-candidate-snapshots/ow14-s0109.json,4,4,True
1617,ow14-1-r01617,gpt_minimal,minimal,ow14-s0109,3,model-facing/minimal-candidate-snapshots/ow14-s0109.json,4,4,True
1618,ow14-1-r01618,gpt_enriched,enriched,ow14-s0109,3,model-facing/enriched-candidate-snapshots/ow14-s0109.json,4,4,True
1619,ow14-1-r01619,gpt_minimal,minimal,ow14-s0109,4,model-facing/minimal-candidate-snapshots/ow14-s0109.json,4,4,True
1620,ow14-1-r01620,gpt_enriched,enriched,ow14-s0109,4,model-facing/enriched-candidate-snapshots/ow14-s0109.json,4,4,True
1621,ow14-1-r01621,gpt_minimal,minimal,ow14-s0109,5,model-facing/minimal-candidate-snapshots/ow14-s0109.json,4,4,True
1622,ow14-1-r01622,gpt_enriched,enriched,ow14-s0109,5,model-facing/enriched-candidate-snapshots/ow14-s0109.json,4,4,True
1623,ow14-1-r01623,gpt_minimal,minimal,ow14-s0110,1,model-facing/minimal-candidate-snapshots/ow14-s0110.json,4,4,True
1624,ow14-1-r01624,gpt_enriched,enriched,ow14-s0110,1,model-facing/enriched-candidate-snapshots/ow14-s0110.json,4,4,True
1625,ow14-1-r01625,gpt_minimal,minimal,ow14-s0110,2,model-facing/minimal-candidate-snapshots/ow14-s0110.json,4,4,True
1626,ow14-1-r01626,gpt_enriched,enriched,ow14-s0110,2,model-facing/enriched-candidate-snapshots/ow14-s0110.json,4,4,True
1627,ow14-1-r01627,gpt_minimal,minimal,ow14-s0110,3,model-facing/minimal-candidate-snapshots/ow14-s0110.json,4,4,True
1628,ow14-1-r01628,gpt_enriched,enriched,ow14-s0110,3,model-facing/enriched-candidate-snapshots/ow14-s0110.json,4,4,True
1629,ow14-1-r01629,gpt_minimal,minimal,ow14-s0110,4,model-facing/minimal-candidate-snapshots/ow14-s0110.json,4,4,True
1630,ow14-1-r01630,gpt_enriched,enriched,ow14-s0110,4,model-facing/enriched-candidate-snapshots/ow14-s0110.json,4,4,True
1631,ow14-1-r01631,gpt_minimal,minimal,ow14-s0110,5,model-facing/minimal-candidate-snapshots/ow14-s0110.json,4,4,True
1632,ow14-1-r01632,gpt_enriched,enriched,ow14-s0110,5,model-facing/enriched-candidate-snapshots/ow14-s0110.json,4,4,True
1633,ow14-1-r01633,gpt_minimal,minimal,ow14-s0111,1,model-facing/minimal-candidate-snapshots/ow14-s0111.json,4,4,True
1634,ow14-1-r01634,gpt_enriched,enriched,ow14-s0111,1,model-facing/enriched-candidate-snapshots/ow14-s0111.json,4,4,True
1635,ow14-1-r01635,gpt_minimal,minimal,ow14-s0111,2,model-facing/minimal-candidate-snapshots/ow14-s0111.json,4,4,True
1636,ow14-1-r01636,gpt_enriched,enriched,ow14-s0111,2,model-facing/enriched-candidate-snapshots/ow14-s0111.json,4,4,True
1637,ow14-1-r01637,gpt_minimal,minimal,ow14-s0111,3,model-facing/minimal-candidate-snapshots/ow14-s0111.json,4,4,True
1638,ow14-1-r01638,gpt_enriched,enriched,ow14-s0111,3,model-facing/enriched-candidate-snapshots/ow14-s0111.json,4,4,True
1639,ow14-1-r01639,gpt_minimal,minimal,ow14-s0111,4,model-facing/minimal-candidate-snapshots/ow14-s0111.json,4,4,True
1640,ow14-1-r01640,gpt_enriched,enriched,ow14-s0111,4,model-facing/enriched-candidate-snapshots/ow14-s0111.json,4,4,True
1641,ow14-1-r01641,gpt_minimal,minimal,ow14-s0111,5,model-facing/minimal-candidate-snapshots/ow14-s0111.json,4,4,True
1642,ow14-1-r01642,gpt_enriched,enriched,ow14-s0111,5,model-facing/enriched-candidate-snapshots/ow14-s0111.json,4,4,True
1643,ow14-1-r01643,gpt_minimal,minimal,ow14-s0112,1,model-facing/minimal-candidate-snapshots/ow14-s0112.json,4,4,True
1644,ow14-1-r01644,gpt_enriched,enriched,ow14-s0112,1,model-facing/enriched-candidate-snapshots/ow14-s0112.json,4,4,True
1645,ow14-1-r01645,gpt_minimal,minimal,ow14-s0112,2,model-facing/minimal-candidate-snapshots/ow14-s0112.json,4,4,True
1646,ow14-1-r01646,gpt_enriched,enriched,ow14-s0112,2,model-facing/enriched-candidate-snapshots/ow14-s0112.json,4,4,True
1647,ow14-1-r01647,gpt_minimal,minimal,ow14-s0112,3,model-facing/minimal-candidate-snapshots/ow14-s0112.json,4,4,True
1648,ow14-1-r01648,gpt_enriched,enriched,ow14-s0112,3,model-facing/enriched-candidate-snapshots/ow14-s0112.json,4,4,True
1649,ow14-1-r01649,gpt_minimal,minimal,ow14-s0112,4,model-facing/minimal-candidate-snapshots/ow14-s0112.json,4,4,True
1650,ow14-1-r01650,gpt_enriched,enriched,ow14-s0112,4,model-facing/enriched-candidate-snapshots/ow14-s0112.json,4,4,True
1651,ow14-1-r01651,gpt_minimal,minimal,ow14-s0112,5,model-facing/minimal-candidate-snapshots/ow14-s0112.json,4,4,True
1652,ow14-1-r01652,gpt_enriched,enriched,ow14-s0112,5,model-facing/enriched-candidate-snapshots/ow14-s0112.json,4,4,True
1653,ow14-1-r01653,gpt_minimal,minimal,ow14-s0113,1,model-facing/minimal-candidate-snapshots/ow14-s0113.json,4,4,True
1654,ow14-1-r01654,gpt_enriched,enriched,ow14-s0113,1,model-facing/enriched-candidate-snapshots/ow14-s0113.json,4,4,True
1655,ow14-1-r01655,gpt_minimal,minimal,ow14-s0113,2,model-facing/minimal-candidate-snapshots/ow14-s0113.json,4,4,True
1656,ow14-1-r01656,gpt_enriched,enriched,ow14-s0113,2,model-facing/enriched-candidate-snapshots/ow14-s0113.json,4,4,True
1657,ow14-1-r01657,gpt_minimal,minimal,ow14-s0113,3,model-facing/minimal-candidate-snapshots/ow14-s0113.json,4,4,True
1658,ow14-1-r01658,gpt_enriched,enriched,ow14-s0113,3,model-facing/enriched-candidate-snapshots/ow14-s0113.json,4,4,True
1659,ow14-1-r01659,gpt_minimal,minimal,ow14-s0113,4,model-facing/minimal-candidate-snapshots/ow14-s0113.json,4,4,True
1660,ow14-1-r01660,gpt_enriched,enriched,ow14-s0113,4,model-facing/enriched-candidate-snapshots/ow14-s0113.json,4,4,True
1661,ow14-1-r01661,gpt_minimal,minimal,ow14-s0113,5,model-facing/minimal-candidate-snapshots/ow14-s0113.json,4,4,True
1662,ow14-1-r01662,gpt_enriched,enriched,ow14-s0113,5,model-facing/enriched-candidate-snapshots/ow14-s0113.json,4,4,True
1663,ow14-1-r01663,gpt_minimal,minimal,ow14-s0114,1,model-facing/minimal-candidate-snapshots/ow14-s0114.json,4,4,True
1664,ow14-1-r01664,gpt_enriched,enriched,ow14-s0114,1,model-facing/enriched-candidate-snapshots/ow14-s0114.json,4,4,True
1665,ow14-1-r01665,gpt_minimal,minimal,ow14-s0114,2,model-facing/minimal-candidate-snapshots/ow14-s0114.json,4,4,True
1666,ow14-1-r01666,gpt_enriched,enriched,ow14-s0114,2,model-facing/enriched-candidate-snapshots/ow14-s0114.json,4,4,True
1667,ow14-1-r01667,gpt_minimal,minimal,ow14-s0114,3,model-facing/minimal-candidate-snapshots/ow14-s0114.json,4,4,True
1668,ow14-1-r01668,gpt_enriched,enriched,ow14-s0114,3,model-facing/enriched-candidate-snapshots/ow14-s0114.json,4,4,True
1669,ow14-1-r01669,gpt_minimal,minimal,ow14-s0114,4,model-facing/minimal-candidate-snapshots/ow14-s0114.json,4,4,True
1670,ow14-1-r01670,gpt_enriched,enriched,ow14-s0114,4,model-facing/enriched-candidate-snapshots/ow14-s0114.json,4,4,True
1671,ow14-1-r01671,gpt_minimal,minimal,ow14-s0114,5,model-facing/minimal-candidate-snapshots/ow14-s0114.json,4,4,True
1672,ow14-1-r01672,gpt_enriched,enriched,ow14-s0114,5,model-facing/enriched-candidate-snapshots/ow14-s0114.json,4,4,True
1673,ow14-1-r01673,gpt_minimal,minimal,ow14-s0115,1,model-facing/minimal-candidate-snapshots/ow14-s0115.json,4,4,True
1674,ow14-1-r01674,gpt_enriched,enriched,ow14-s0115,1,model-facing/enriched-candidate-snapshots/ow14-s0115.json,4,4,True
1675,ow14-1-r01675,gpt_minimal,minimal,ow14-s0115,2,model-facing/minimal-candidate-snapshots/ow14-s0115.json,4,4,True
1676,ow14-1-r01676,gpt_enriched,enriched,ow14-s0115,2,model-facing/enriched-candidate-snapshots/ow14-s0115.json,4,4,True
1677,ow14-1-r01677,gpt_minimal,minimal,ow14-s0115,3,model-facing/minimal-candidate-snapshots/ow14-s0115.json,4,4,True
1678,ow14-1-r01678,gpt_enriched,enriched,ow14-s0115,3,model-facing/enriched-candidate-snapshots/ow14-s0115.json,4,4,True
1679,ow14-1-r01679,gpt_minimal,minimal,ow14-s0115,4,model-facing/minimal-candidate-snapshots/ow14-s0115.json,4,4,True
1680,ow14-1-r01680,gpt_enriched,enriched,ow14-s0115,4,model-facing/enriched-candidate-snapshots/ow14-s0115.json,4,4,True
1681,ow14-1-r01681,gpt_minimal,minimal,ow14-s0115,5,model-facing/minimal-candidate-snapshots/ow14-s0115.json,4,4,True
1682,ow14-1-r01682,gpt_enriched,enriched,ow14-s0115,5,model-facing/enriched-candidate-snapshots/ow14-s0115.json,4,4,True
1683,ow14-1-r01683,gpt_minimal,minimal,ow14-s0116,1,model-facing/minimal-candidate-snapshots/ow14-s0116.json,4,4,True
1684,ow14-1-r01684,gpt_enriched,enriched,ow14-s0116,1,model-facing/enriched-candidate-snapshots/ow14-s0116.json,4,4,True
1685,ow14-1-r01685,gpt_minimal,minimal,ow14-s0116,2,model-facing/minimal-candidate-snapshots/ow14-s0116.json,4,4,True
1686,ow14-1-r01686,gpt_enriched,enriched,ow14-s0116,2,model-facing/enriched-candidate-snapshots/ow14-s0116.json,4,4,True
1687,ow14-1-r01687,gpt_minimal,minimal,ow14-s0116,3,model-facing/minimal-candidate-snapshots/ow14-s0116.json,4,4,True
1688,ow14-1-r01688,gpt_enriched,enriched,ow14-s0116,3,model-facing/enriched-candidate-snapshots/ow14-s0116.json,4,4,True
1689,ow14-1-r01689,gpt_minimal,minimal,ow14-s0116,4,model-facing/minimal-candidate-snapshots/ow14-s0116.json,4,4,True
1690,ow14-1-r01690,gpt_enriched,enriched,ow14-s0116,4,model-facing/enriched-candidate-snapshots/ow14-s0116.json,4,4,True
1691,ow14-1-r01691,gpt_minimal,minimal,ow14-s0116,5,model-facing/minimal-candidate-snapshots/ow14-s0116.json,4,4,True
1692,ow14-1-r01692,gpt_enriched,enriched,ow14-s0116,5,model-facing/enriched-candidate-snapshots/ow14-s0116.json,4,4,True
1693,ow14-1-r01693,gpt_minimal,minimal,ow14-s0117,1,model-facing/minimal-candidate-snapshots/ow14-s0117.json,4,4,True
1694,ow14-1-r01694,gpt_enriched,enriched,ow14-s0117,1,model-facing/enriched-candidate-snapshots/ow14-s0117.json,4,4,True
1695,ow14-1-r01695,gpt_minimal,minimal,ow14-s0117,2,model-facing/minimal-candidate-snapshots/ow14-s0117.json,4,4,True
1696,ow14-1-r01696,gpt_enriched,enriched,ow14-s0117,2,model-facing/enriched-candidate-snapshots/ow14-s0117.json,4,4,True
1697,ow14-1-r01697,gpt_minimal,minimal,ow14-s0117,3,model-facing/minimal-candidate-snapshots/ow14-s0117.json,4,4,True
1698,ow14-1-r01698,gpt_enriched,enriched,ow14-s0117,3,model-facing/enriched-candidate-snapshots/ow14-s0117.json,4,4,True
1699,ow14-1-r01699,gpt_minimal,minimal,ow14-s0117,4,model-facing/minimal-candidate-snapshots/ow14-s0117.json,4,4,True
1700,ow14-1-r01700,gpt_enriched,enriched,ow14-s0117,4,model-facing/enriched-candidate-snapshots/ow14-s0117.json,4,4,True
1701,ow14-1-r01701,gpt_minimal,minimal,ow14-s0117,5,model-facing/minimal-candidate-snapshots/ow14-s0117.json,4,4,True
1702,ow14-1-r01702,gpt_enriched,enriched,ow14-s0117,5,model-facing/enriched-candidate-snapshots/ow14-s0117.json,4,4,True
1703,ow14-1-r01703,gpt_minimal,minimal,ow14-s0118,1,model-facing/minimal-candidate-snapshots/ow14-s0118.json,4,4,True
1704,ow14-1-r01704,gpt_enriched,enriched,ow14-s0118,1,model-facing/enriched-candidate-snapshots/ow14-s0118.json,4,4,True
1705,ow14-1-r01705,gpt_minimal,minimal,ow14-s0118,2,model-facing/minimal-candidate-snapshots/ow14-s0118.json,4,4,True
1706,ow14-1-r01706,gpt_enriched,enriched,ow14-s0118,2,model-facing/enriched-candidate-snapshots/ow14-s0118.json,4,4,True
1707,ow14-1-r01707,gpt_minimal,minimal,ow14-s0118,3,model-facing/minimal-candidate-snapshots/ow14-s0118.json,4,4,True
1708,ow14-1-r01708,gpt_enriched,enriched,ow14-s0118,3,model-facing/enriched-candidate-snapshots/ow14-s0118.json,4,4,True
1709,ow14-1-r01709,gpt_minimal,minimal,ow14-s0118,4,model-facing/minimal-candidate-snapshots/ow14-s0118.json,4,4,True
1710,ow14-1-r01710,gpt_enriched,enriched,ow14-s0118,4,model-facing/enriched-candidate-snapshots/ow14-s0118.json,4,4,True
1711,ow14-1-r01711,gpt_minimal,minimal,ow14-s0118,5,model-facing/minimal-candidate-snapshots/ow14-s0118.json,4,4,True
1712,ow14-1-r01712,gpt_enriched,enriched,ow14-s0118,5,model-facing/enriched-candidate-snapshots/ow14-s0118.json,4,4,True
1713,ow14-1-r01713,gpt_minimal,minimal,ow14-s0119,1,model-facing/minimal-candidate-snapshots/ow14-s0119.json,4,4,True
1714,ow14-1-r01714,gpt_enriched,enriched,ow14-s0119,1,model-facing/enriched-candidate-snapshots/ow14-s0119.json,4,4,True
1715,ow14-1-r01715,gpt_minimal,minimal,ow14-s0119,2,model-facing/minimal-candidate-snapshots/ow14-s0119.json,4,4,True
1716,ow14-1-r01716,gpt_enriched,enriched,ow14-s0119,2,model-facing/enriched-candidate-snapshots/ow14-s0119.json,4,4,True
1717,ow14-1-r01717,gpt_minimal,minimal,ow14-s0119,3,model-facing/minimal-candidate-snapshots/ow14-s0119.json,4,4,True
1718,ow14-1-r01718,gpt_enriched,enriched,ow14-s0119,3,model-facing/enriched-candidate-snapshots/ow14-s0119.json,4,4,True
1719,ow14-1-r01719,gpt_minimal,minimal,ow14-s0119,4,model-facing/minimal-candidate-snapshots/ow14-s0119.json,4,4,True
1720,ow14-1-r01720,gpt_enriched,enriched,ow14-s0119,4,model-facing/enriched-candidate-snapshots/ow14-s0119.json,4,4,True
1721,ow14-1-r01721,gpt_minimal,minimal,ow14-s0119,5,model-facing/minimal-candidate-snapshots/ow14-s0119.json,4,4,True
1722,ow14-1-r01722,gpt_enriched,enriched,ow14-s0119,5,model-facing/enriched-candidate-snapshots/ow14-s0119.json,4,4,True
1723,ow14-1-r01723,gpt_minimal,minimal,ow14-s0120,1,model-facing/minimal-candidate-snapshots/ow14-s0120.json,4,4,True
1724,ow14-1-r01724,gpt_enriched,enriched,ow14-s0120,1,model-facing/enriched-candidate-snapshots/ow14-s0120.json,4,4,True
1725,ow14-1-r01725,gpt_minimal,minimal,ow14-s0120,2,model-facing/minimal-candidate-snapshots/ow14-s0120.json,4,4,True
1726,ow14-1-r01726,gpt_enriched,enriched,ow14-s0120,2,model-facing/enriched-candidate-snapshots/ow14-s0120.json,4,4,True
1727,ow14-1-r01727,gpt_minimal,minimal,ow14-s0120,3,model-facing/minimal-candidate-snapshots/ow14-s0120.json,4,4,True
1728,ow14-1-r01728,gpt_enriched,enriched,ow14-s0120,3,model-facing/enriched-candidate-snapshots/ow14-s0120.json,4,4,True
1729,ow14-1-r01729,gpt_minimal,minimal,ow14-s0120,4,model-facing/minimal-candidate-snapshots/ow14-s0120.json,4,4,True
1730,ow14-1-r01730,gpt_enriched,enriched,ow14-s0120,4,model-facing/enriched-candidate-snapshots/ow14-s0120.json,4,4,True
1731,ow14-1-r01731,gpt_minimal,minimal,ow14-s0120,5,model-facing/minimal-candidate-snapshots/ow14-s0120.json,4,4,True
1732,ow14-1-r01732,gpt_enriched,enriched,ow14-s0120,5,model-facing/enriched-candidate-snapshots/ow14-s0120.json,4,4,True
1733,ow14-1-r01733,gpt_minimal,minimal,ow14-s0121,1,model-facing/minimal-candidate-snapshots/ow14-s0121.json,4,4,True
1734,ow14-1-r01734,gpt_enriched,enriched,ow14-s0121,1,model-facing/enriched-candidate-snapshots/ow14-s0121.json,4,4,True
1735,ow14-1-r01735,gpt_minimal,minimal,ow14-s0121,2,model-facing/minimal-candidate-snapshots/ow14-s0121.json,4,4,True
1736,ow14-1-r01736,gpt_enriched,enriched,ow14-s0121,2,model-facing/enriched-candidate-snapshots/ow14-s0121.json,4,4,True
1737,ow14-1-r01737,gpt_minimal,minimal,ow14-s0121,3,model-facing/minimal-candidate-snapshots/ow14-s0121.json,4,4,True
1738,ow14-1-r01738,gpt_enriched,enriched,ow14-s0121,3,model-facing/enriched-candidate-snapshots/ow14-s0121.json,4,4,True
1739,ow14-1-r01739,gpt_minimal,minimal,ow14-s0121,4,model-facing/minimal-candidate-snapshots/ow14-s0121.json,4,4,True
1740,ow14-1-r01740,gpt_enriched,enriched,ow14-s0121,4,model-facing/enriched-candidate-snapshots/ow14-s0121.json,4,4,True
1741,ow14-1-r01741,gpt_minimal,minimal,ow14-s0121,5,model-facing/minimal-candidate-snapshots/ow14-s0121.json,4,4,True
1742,ow14-1-r01742,gpt_enriched,enriched,ow14-s0121,5,model-facing/enriched-candidate-snapshots/ow14-s0121.json,4,4,True
1743,ow14-1-r01743,gpt_minimal,minimal,ow14-s0122,1,model-facing/minimal-candidate-snapshots/ow14-s0122.json,4,4,True
1744,ow14-1-r01744,gpt_enriched,enriched,ow14-s0122,1,model-facing/enriched-candidate-snapshots/ow14-s0122.json,4,4,True
1745,ow14-1-r01745,gpt_minimal,minimal,ow14-s0122,2,model-facing/minimal-candidate-snapshots/ow14-s0122.json,4,4,True
1746,ow14-1-r01746,gpt_enriched,enriched,ow14-s0122,2,model-facing/enriched-candidate-snapshots/ow14-s0122.json,4,4,True
1747,ow14-1-r01747,gpt_minimal,minimal,ow14-s0122,3,model-facing/minimal-candidate-snapshots/ow14-s0122.json,4,4,True
1748,ow14-1-r01748,gpt_enriched,enriched,ow14-s0122,3,model-facing/enriched-candidate-snapshots/ow14-s0122.json,4,4,True
1749,ow14-1-r01749,gpt_minimal,minimal,ow14-s0122,4,model-facing/minimal-candidate-snapshots/ow14-s0122.json,4,4,True
1750,ow14-1-r01750,gpt_enriched,enriched,ow14-s0122,4,model-facing/enriched-candidate-snapshots/ow14-s0122.json,4,4,True
1751,ow14-1-r01751,gpt_minimal,minimal,ow14-s0122,5,model-facing/minimal-candidate-snapshots/ow14-s0122.json,4,4,True
1752,ow14-1-r01752,gpt_enriched,enriched,ow14-s0122,5,model-facing/enriched-candidate-snapshots/ow14-s0122.json,4,4,True
1753,ow14-1-r01753,gpt_minimal,minimal,ow14-s0123,1,model-facing/minimal-candidate-snapshots/ow14-s0123.json,4,4,True
1754,ow14-1-r01754,gpt_enriched,enriched,ow14-s0123,1,model-facing/enriched-candidate-snapshots/ow14-s0123.json,4,4,True
1755,ow14-1-r01755,gpt_minimal,minimal,ow14-s0123,2,model-facing/minimal-candidate-snapshots/ow14-s0123.json,4,4,True
1756,ow14-1-r01756,gpt_enriched,enriched,ow14-s0123,2,model-facing/enriched-candidate-snapshots/ow14-s0123.json,4,4,True
1757,ow14-1-r01757,gpt_minimal,minimal,ow14-s0123,3,model-facing/minimal-candidate-snapshots/ow14-s0123.json,4,4,True
1758,ow14-1-r01758,gpt_enriched,enriched,ow14-s0123,3,model-facing/enriched-candidate-snapshots/ow14-s0123.json,4,4,True
1759,ow14-1-r01759,gpt_minimal,minimal,ow14-s0123,4,model-facing/minimal-candidate-snapshots/ow14-s0123.json,4,4,True
1760,ow14-1-r01760,gpt_enriched,enriched,ow14-s0123,4,model-facing/enriched-candidate-snapshots/ow14-s0123.json,4,4,True
1761,ow14-1-r01761,gpt_minimal,minimal,ow14-s0123,5,model-facing/minimal-candidate-snapshots/ow14-s0123.json,4,4,True
1762,ow14-1-r01762,gpt_enriched,enriched,ow14-s0123,5,model-facing/enriched-candidate-snapshots/ow14-s0123.json,4,4,True
1763,ow14-1-r01763,gpt_minimal,minimal,ow14-s0124,1,model-facing/minimal-candidate-snapshots/ow14-s0124.json,4,4,True
1764,ow14-1-r01764,gpt_enriched,enriched,ow14-s0124,1,model-facing/enriched-candidate-snapshots/ow14-s0124.json,4,4,True
1765,ow14-1-r01765,gpt_minimal,minimal,ow14-s0124,2,model-facing/minimal-candidate-snapshots/ow14-s0124.json,4,4,True
1766,ow14-1-r01766,gpt_enriched,enriched,ow14-s0124,2,model-facing/enriched-candidate-snapshots/ow14-s0124.json,4,4,True
1767,ow14-1-r01767,gpt_minimal,minimal,ow14-s0124,3,model-facing/minimal-candidate-snapshots/ow14-s0124.json,4,4,True
1768,ow14-1-r01768,gpt_enriched,enriched,ow14-s0124,3,model-facing/enriched-candidate-snapshots/ow14-s0124.json,4,4,True
1769,ow14-1-r01769,gpt_minimal,minimal,ow14-s0124,4,model-facing/minimal-candidate-snapshots/ow14-s0124.json,4,4,True
1770,ow14-1-r01770,gpt_enriched,enriched,ow14-s0124,4,model-facing/enriched-candidate-snapshots/ow14-s0124.json,4,4,True
1771,ow14-1-r01771,gpt_minimal,minimal,ow14-s0124,5,model-facing/minimal-candidate-snapshots/ow14-s0124.json,4,4,True
1772,ow14-1-r01772,gpt_enriched,enriched,ow14-s0124,5,model-facing/enriched-candidate-snapshots/ow14-s0124.json,4,4,True
1773,ow14-1-r01773,gpt_minimal,minimal,ow14-s0125,1,model-facing/minimal-candidate-snapshots/ow14-s0125.json,4,4,True
1774,ow14-1-r01774,gpt_enriched,enriched,ow14-s0125,1,model-facing/enriched-candidate-snapshots/ow14-s0125.json,4,4,True
